name,target_formula,bad_ranks,pred1
MassSpecGymID0001471,C37H44ClNO6,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C(C)[C@H]1O[C@@H]2C[C@]2(C)[C@@H]2C[C@@]3(C)[C@H]4O[C@@H]4c4[nH]c5cc(O)c(Cl)cc5c4CC[C@@]24O[C@@]3(C)[C@@]2(O)CCC[C@]2(C)CC[C@@H]4[C@@H]1O
MassSpecGymID0001472,C30H18O12,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COc1c(C(=O)C2=C3OC(=O)C=C3C(=O)C=C2O)c(O)c2c(c1O)=C1c3c(O)cc(OC)c4c1c(cc(O)c34)OC=2C
MassSpecGymID0001473,C30H18O12,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COc1cc2c(O)c3c(=O)cc(C)oc3c(O)cc-2c2c(O)c(-c3c(O)cc4oc(C)cc(=O)c4c3O)c(=O)c-2c1O
MassSpecGymID0001474,C30H18O12,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COc1cc2oc(C)cc(=O)c2c(-c2ccc(O)cc2O)c1O
MassSpecGymID0001475,C30H18O12,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C2C(=O)c3c(O)c(c(=O)c4c5c(OC)cc6oc(cc(C)c3c(=O)c6-5)C4=O)=CC(O)=C2C(=O)OC(C(C)=O)=C1
MassSpecGymID0001476,C30H18O12,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COc1cc(O)c(-c2c(C)c(O)cc3oc(C)cc(=O)c23)c2c1C(=O)c1c(c(O)c3c(=O)cc(O)oc3c1O)C2=O
MassSpecGymID0001477,C30H18O12,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C2C(=O)C3=C(O)C(=O)C=C(c4c(O)cc5oc(C)cc(=O)c5c4O)C(O)=C2C2=C(O)C(=C1)OC3=CC=CC2=O
MassSpecGymID0001478,C30H18O12,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COc1cc2oc(C)cc(=O)c2c(O)c1-c1cc(O)c2c(c1O)-c1cc(=O)c3oc(O)c([C@H](C)OC=O)c3c-2c1O
MassSpecGymID0001479,C30H18O12,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COc1cc2oc(C)cc(=O)c(O)c2c2c3cc(O)c(c4occ5oc(C)cc(=O)c5c-4c(=O)c12)C=CC(=O)OC3=O
MassSpecGymID0001480,C30H18O12,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COc1cc2oc(=O)cc3c2c(O)c1C1=C2C=C(c4c(OC)cc5oc(C)cc(=O)c5c4O)C(O)=C(OC1=O)C3=C2O
MassSpecGymID0001482,C30H18O12,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COc1cc(O)c2c(c1O)OC1(C(=O)C(=O)c3cc4oc(C)cc(=O)c4c(O)c3C1=O)C(=O)c1cc(C)cc(O)c1-2
MassSpecGymID0001671,C32H36N2O5,pred_smiles_5,CC1=C[C@H](C)[C@@H]2[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@@]23O[C@@H]2[C@@H](O)C(=O)CC/C=C/C(=O)/C(C)=C\[C@@]2(C)[C@H]13
MassSpecGymID0001674,C32H36N2O5,pred_smiles_10,COC1=CC/C=C/[C@H]2[C@H](C)C(O)O[C@@]2(C)[C@@H](Cc2cc(CO)c(N=O)cc2Cc2c[nH]c3ccccc23)/C=C\1
MassSpecGymID0001904,C30H22O10,pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,Cc1cc(-c2cc(O)cc(O)c2)c2c(c1)C(O)c1cc(C3C(=O)c4cc(O)cc(O)c4C3=O)c(O)c(O)c1C2O
MassSpecGymID0001905,C30H22O10,pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=C1C[C@H](c2ccc(O)cc2)Oc2c(O)cc([C@@H]3C(=O)c4c(O)cc(O)cc4O[C@@H]3c3ccc(O)cc3)c(O)c21
MassSpecGymID0001906,C30H22O10,pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,Cc1cc(O)c2c(c1)[C@@H]([C@H]1C(=O)c3c(ccc(O)c3O)[C@H]1c1c(O)cc(O)cc1O)c1cc(O)cc(O)c1C2=O
MassSpecGymID0001908,C30H22O10,pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,Cc1cc(O)c(O)c([C@@H]2C3=C(O)C([C@H]4C(=O)c5cc(O)cc(O)c5C4=O)=C[C@H](O)c4cccc(O)c4C(=O)[C@@H]32)c1
MassSpecGymID0001910,C30H22O10,pred_smiles_5;pred_smiles_10,Cc1cc(O)c2c(c1)[C@@H](c1c(O)cccc1O)C(=O)C(=O)[C@H](c1cc(O)cc(O)c1O)c1cccc(O)c1C2=O
MassSpecGymID0002111,C28H36N4O4,pred_smiles_7,CC(C)[C@@H]1NC(=O)N(C(=O)[C@@H](NC(=O)C(N)Cc2ccccc2)C(C)C)[C@@H](Cc2ccccc2)C1=O
MassSpecGymID0002114,C28H36N4O4,pred_smiles_2,CC(C(=O)C(Cc1ccccc1)NC(=O)C(N)C(N)Cc1ccccc1)C(=O)C1NC(=O)C1C(C)C
MassSpecGymID0004088,C13H24Cl6O8P2,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(O)(OCCl)C(Cl)(COCCCCC(CCl)(CCl)OP(O)OCCCl)OCCl
MassSpecGymID0004089,C13H24Cl6O8P2,pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(O)(OCCCl)OC(COCCCl)C(CCl)(CCl)OP(=O)(CCCl)OCCCl
MassSpecGymID0004090,C13H24Cl6O8P2,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=[PH](O)OCC(CCCl)(OCC(Cl)(CCl)OCCCl)OP(=O)(CCCl)OCCCl
MassSpecGymID0004091,C13H24Cl6O8P2,pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(CCCCl)(OCCCl)OCC(Cl)(Cl)COOP(=O)(COCCCl)OCCCl
MassSpecGymID0004092,C13H24Cl6O8P2,pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(CCCCl)(COCCCl)OOP(=O)(OCCCl)OC(Cl)(CCCl)OCCCl
MassSpecGymID0004093,C13H24Cl6O8P2,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(CCCCl)(OCCCl)OC(CCl)OP(=O)(OCCCl)OCC(Cl)COCCl
MassSpecGymID0004094,C13H24Cl6O8P2,pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(OCl)(OCCCl)OC(CCCCl)(OCCCl)P(=O)(CCCl)OCOCCCl
MassSpecGymID0004095,C13H24Cl6O8P2,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(CCCl)(OCCl)OC(CCCl)(OCCCl)C(C[PH](=O)(=O)OCCl)OCCCl
MassSpecGymID0004096,C13H24Cl6O8P2,pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=[PH](CC(CCl)(CCl)COOCOC(CCl)COP(=O)(Cl)OCCCl)OCCCl
MassSpecGymID0004098,C13H24Cl6O8P2,pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=P(CCCCl)(OOCCCl)OC(Cl)CC(CCCl)COP(=O)(OCl)OCCCl
MassSpecGymID0004099,C13H24Cl6O8P2,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,O=[PH](CCCl)OCOCOC(CCCl)(OCC(Cl)CCCl)OP(=O)(Cl)OCCCl
MassSpecGymID0005655,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C(C)CCCCC=C(C)CCC=C(C)CCC=C(C)CCC1=C(OC)C(=O)C(C)=C1OC
MassSpecGymID0005656,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C(C)CCCCCCCCCCC=C=C=C=CCCCC=C(C)CCCCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=COC1=C(OC)CC(=O)C(C)=C1OC
MassSpecGymID0005658,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(OC)=C(C)C(=O)C(=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)C)C1=O
MassSpecGymID0005659,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CCCCC=CC(=CCCCC)CCC=C(CCC(C)=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=C(CC2=C(OC)C(CCC)C(OC)=C(C)C2=O)C(=O)C(C)=C1CC
MassSpecGymID0005660,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(CCCCC2=C(C)C(CCCC(C)=CCCCCCCCC3=C(C)C(=C(C)CCC=C(C)CCC=C(C)C)C(=O)C(C)=C3CC(C)C)=C(OC)C2=O)CCCCC(C)=C1
MassSpecGymID0005661,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(C(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O
MassSpecGymID0005662,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(CCC=C(C)CCC=C(C)CCCCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C1C
MassSpecGymID0005663,C59H90O4,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCCCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)OC1=C(C)C(=O)C(C)=C(OC)C1=O
MassSpecGymID0005664,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(OC)=C1CCCCC(C)=CCCC(C)=CCCCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCCC1=C(C)C(=C(C)CCC=C(C)C)C1C=O
MassSpecGymID0005665,C59H90O4,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=CCCCCC1=C(OC)C(CC2=CC(C)C(=CCCCC(C)=CCCC(C)=CCCCC(C)=CCCC(C)=C(C)CCC=C(C)CCC=C(C)C)C=C2OC)C(=O)C(C)=C1OC
MassSpecGymID0005666,C59H90O4,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(CCC(C)=CCCC(C)=CCCC(C)=CCCCCCCC2=C(C)C(=O)C(C)=C2CCCCCCCCCC(C)=CCCC(C)=CCCC=C(C)C)=CC1=O
MassSpecGymID0005667,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C(CCC(C)=C(C)C(C)=CCCC(C)=CCCCC(C)CCC(C)=CCCCCC(C)=C(C)CCC(C)=CCCC1=C(C)C(C=O)C(OC)=C1C)CC1=C(C)C(=O)C(C)=C1OC
MassSpecGymID0005668,C59H90O4,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C(CCCC(C)=CCCC1=C(C)C(OC)=C(OC)C(=O)C1=O)CCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC=C(C)CCC=C(C)C
MassSpecGymID0005669,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CC=C1C(=O)C(CCC(=CCCCC(C)=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)CCC=C(C)CCC=C(C)CCCCC2C=C(OC)C(C)=C(C)C(=O)C2)C=C1OC
MassSpecGymID0005670,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(C=C=CCC#CCCCCCCCCCC=C(C)CCC=C(C)CCC=C=CCCCCCCCC=C(C)CCCCCCCC=C(C)C)=C(OC)C(=O)C1
MassSpecGymID0005671,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O
MassSpecGymID0005672,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(OC)=C(C)C1=O
MassSpecGymID0005673,C59H90O4,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=C=C2CC(C)=C(CCC=C(C)CCCCCCCCCCCCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C(=O)O2)C1=O
MassSpecGymID0005674,C59H90O4,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(OC)=C1OC=CCC=C(C)CCC(C=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
MassSpecGymID0005675,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(C)=C(OC=CCC(C)=C(C)CCC(C)=CCCC(C)=CCCC(C)=CCCCC(C)=CCCC(C)=CCCC(C)=C(C)CCC=C(C)CCC=C(C)C)C1=O
MassSpecGymID0005676,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CCC(=CCCC(C)=CCCC(C)=CCCC(C)=CCCCCCCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)CC1=C(C)C(=O)C(=O)C(OC)=C(C)C1=O
MassSpecGymID0005677,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(CC=C(C)CCC=C(C)CCCCCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O
MassSpecGymID0005678,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(=CCCCCCCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C(C)=C(C)C1=O
MassSpecGymID0005679,C59H90O4,pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CCC1=C(CCCC=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC2=C(OC)C(CC)=C(OC)C2=O)C(OC)=C1C
MassSpecGymID0005681,C59H90O4,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(CCC=CCCC=C(C)CCCC2=C(C)C(=O)C(=O)C(C)=C2OC)C(CCC=C=CCCC=C(C)CCCCCCCCCCCCC=C(C)CCC=C(C)C)=C(C)C1
MassSpecGymID0005682,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C=CC1CCCCCCCC=CCCC1=CC(OC)=C(C)C(=CCCC(C)=CCCCCCCCCCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C(=O)C1=O
MassSpecGymID0005683,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C(C)CCC(=CCCCCCC=C(C)CCC=C(C)CCC=C(C)C)CCC(=CCCC(C)=CCCC1=CC(=O)C(OC)C(C)=C1C)CCCC1C=C(CC)C(C)=C(OC)C1=O
MassSpecGymID0005684,C59H90O4,pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CCC(=CCC=C(C)CCC=C(C)CCC=C(C)C)CCCCC1CCCC2=C(OC)C(C)=C1C2=C(C)CCC=C(C)CCCC=C(CC)CCCC1=C(C)C(=O)C(OC)=C1OC
MassSpecGymID0005686,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C(CCC=C(C)CCCC=C(C)CCCC(C)=CCC1C=C(C)C(OC)=C(OC)C(=O)C12C(=C)C(C)=C2OCC)CCC(C)=CCCC(C)=CCCC(C)=C(C)CCC=C(C)C
MassSpecGymID0005688,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CCC(=CCCC(C)=CCCC(C)=CCC#CCCC(CC)=C(C)C)CCC=C(C)CCCCCCC#CCCCCCC=C(C)Cc1c(OC)c(OC)c(C)c(=O)c(C)c1OC
MassSpecGymID0005689,C59H90O4,pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CCC1=C(CCCCC=C(C)CCC=C(C)CCC=C2CC=CC(OC)=C(OC)C(=O)CC2)C(C(C)=CCCC2=C(OC)CC(CC)C2=C(C)CCC=C(C)CCC=C(C)C)CC1
MassSpecGymID0005690,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(OC)=C1CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
MassSpecGymID0005692,C59H90O4,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(C)=C(OC)C1=CCCC=CCCCCC(C)=CCCC(C)=CCCC(C)=C(C=O)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
MassSpecGymID0005693,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C[C]1C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCCCC=C(C)CCC=C(C)CCC=C(C)C)=C1C
MassSpecGymID0005694,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(C[CH]CCC#CCCCC(C)=CCCC(C)=CCCC=C(C)CCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O
MassSpecGymID0005695,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C(CCC=CCCC(C)=C(C)CCC=C(C)C)CCC=C(C)CCC=C(C)CCC=C(C)CCCCC=C(C)CCCCC=C(C)CC1=C(C)C(=O)C(OC)=C(OC)C1=O
MassSpecGymID0005696,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC(=CCCC(C)=CCCC=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(OC)C(C)=C(OC)C1=O)CCCC=C(C)C
MassSpecGymID0005697,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=CCCC(C)=CCCC(C)=CCC1=C(C)C(C)=C(OC)C1=O
MassSpecGymID0005698,C59H90O4,pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,C=C(CCC=C(C)CCC=C(C)CCC=C(C)CCC=C1C(=O)C(C)=C(OC)C(=O)C1OC)CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)C
MassSpecGymID0005700,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=CC(=CCCC=CCCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C(=O)C(C)=C1OC
MassSpecGymID0005702,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)[C](CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCCC=C(C)CCC=C(C)C)C(=O)C(OC)=C(C)C1=O
MassSpecGymID0005704,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCCCCCCCCCCCCCCCCCC#CCCCCCC#CCCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O
MassSpecGymID0005706,C59H90O4,pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(OC)C(CCCCc2c(C)c(=O)c2=O)=C1CC=CCCC=C(C)CCC=C(C)CCC=C(C)CCCCC(C)=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
MassSpecGymID0005708,C59H90O4,pred_smiles_1;pred_smiles_2;pred_smiles_3;pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,COC1=C(C)C(=O)C(OC)=C1CCCc1c(CCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c1=O
MassSpecGymID0005709,C59H90O4,pred_smiles_4;pred_smiles_5;pred_smiles_6;pred_smiles_7;pred_smiles_8;pred_smiles_9;pred_smiles_10,CCC1=C(C)C(=O)C(CC2=CC(CC=C(C)CCC=C(C)CCCCCCCCCCCCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C(=O)C(C)=C=C2OC)=C1OC
