target_inchi_key,spectra,exact_top1,exact_top10,tanimoto_top10,mist_tanimoto,formula_success,bad_low_tanimoto_share,first_smiles,chem_class,cluster,tsne_x,tsne_y,pca_x,pca_y,mol_wt,exact_mol_wt,heavy_atoms,hetero_atoms,hetero_ratio,n_count,o_count,s_count,p_count,halogen_count,ring_count,aromatic_ring_count,aliphatic_ring_count,max_ring_size,macrocycle_count,rotatable_bonds,hba,hbd,tpsa,logp,fraction_csp3,chiral_centers,amide_count,ester_count,carboxyl_count,ether_count,hydroxyl_count,sulfonamide_count,phosphate_count,bertz_complexity,scaffold_heavy_atoms,scaffold_ring_count,max_train_tanimoto_including_exact,max_train_tanimoto_excluding_exact,nearest_train_inchikey,nearest_train_smiles,nearest_train_formula,nearest_train_tanimoto,nearest_nonself_train_inchikey,nearest_nonself_train_smiles,nearest_nonself_train_formula,nearest_nonself_train_tanimoto,exact_in_train,nn_ge_085,nn_ge_070,nn_ge_050,train_coverage_bin,test,train,val
QGVLYPPODPLXMB,1,0.0,0.0,0.1627907007932663,0.1481481492519378,1.0,1.0,CC1C(C2(C(C2(C)C)C3C1(C4C=C(C(=O)C4(CC(=C3)CO)O)C)O)O)O,glycoside_or_sugar_rich,3,-60.9893,-5.604016,-1.8281332,0.42672634,364.4380000000001,364.1885886159999,26,6,0.2307692307692307,0,6,0,0,0,4,0,4,7,0,1,6,5,118.22,-0.0699000000000001,0.75,8,0,0,0,0,5,0,0,753.4003661305838,16,4,0.26760563254356384,0.26760563254356384,KHGBORGCCDJDRD,C[C@H]1[C@H]([C@@H](C2[C@@]3([C@]1([C@H](C(=O)O[C@@H]3CC4=C(C[C@@H]([C@H]([C@]24C)O)O)C)O)O)C)O)O,C20H30O8,0.26760563254356384,KHGBORGCCDJDRD,C[C@H]1[C@H]([C@@H](C2[C@@]3([C@]1([C@H](C(=O)O[C@@H]3CC4=C(C[C@@H]([C@H]([C@]24C)O)O)C)O)O)C)O)O,C20H30O8,0.26760563254356384,False,False,False,False,ood_lt_0.50,1,0,0
QHHSCLARESIWBH,4,0.0,0.0,0.183581992983818,0.2546351812779903,1.0,1.0,CC(C)(CS(=O)(=O)NC1=CC2=C(CN(CC2)C(=O)COC3=CN=CC=C3)C=C1)O,other_midsize,0,29.691225,4.9407663,1.176282,-0.6172058,419.5030000000001,419.1514919,29,9,0.3103448275862069,3,5,1,0,0,3,2,1,6,0,7,6,2,108.83,1.557899999999999,0.4,0,1,0,0,1,1,1,0,971.356345055637,20,3,0.3580246865749359,0.3580246865749359,JMJNOEPHTAJGSF,C1CC2=C(C=CC(=C2)NS(=O)(=O)CCOC3=CC=CC=C3)N(C1)C(=O)C4=CC=CC=C4,C24H24N2O4S,0.3580246865749359,JMJNOEPHTAJGSF,C1CC2=C(C=CC(=C2)NS(=O)(=O)CCOC3=CC=CC=C3)N(C1)C(=O)C4=CC=CC=C4,C24H24N2O4S,0.3580246865749359,False,False,False,False,ood_lt_0.50,4,0,0
QHKYPYXTTXKZST,2,0.0,0.0,0.3217329531908035,0.2743315547704696,1.0,1.0,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O,aromatic_rich_polycycle,2,41.62466,26.069258,1.0416025,-0.3518729,331.35,331.112090288,25,5,0.2,3,1,0,0,1,4,4,0,6,0,3,3,2,61.8,4.650400000000004,0.0,0,0,0,0,0,1,0,0,993.5629329483602,23,4,0.4285714328289032,0.4285714328289032,SINQIEAULQKUPD,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,C26H21N3O2S,0.4285714328289032,SINQIEAULQKUPD,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,C26H21N3O2S,0.4285714328289032,False,False,False,False,ood_lt_0.50,2,0,0
QHLVBNKYJGBCQJ,3,0.3333333333333333,0.3333333333333333,0.8240636189778646,0.8313289682070414,1.0,0.0,CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)CCO,other_midsize,0,48.137135,-9.072392,0.97900176,-1.3533096,532.5270000000004,532.215821384,38,14,0.3684210526315789,8,3,0,0,3,5,3,2,6,0,7,9,3,134.66,1.9239,0.4166666666666667,0,1,0,0,1,1,0,0,1352.4091372333885,26,5,0.47058823704719543,0.47058823704719543,JFOAJUGFHDCBJJ,CCC1=C(C(=CC=C1)CC)NC(=O)C2=NN(C3=C2CCC4=CN=C(N=C43)NC5=C(C=C(C=C5)C(=O)NC6CCN(CC6)C)OC(F)(F)F)C,C35H39F3N8O3,0.47058823704719543,JFOAJUGFHDCBJJ,CCC1=C(C(=CC=C1)CC)NC(=O)C2=NN(C3=C2CCC4=CN=C(N=C43)NC5=C(C=C(C=C5)C(=O)NC6CCN(CC6)C)OC(F)(F)F)C,C35H39F3N8O3,0.47058823704719543,False,False,False,False,ood_lt_0.50,3,0,0
QHRTXGYTBWZWSI,3,0.0,0.0,0.409394492705663,0.4214522143205007,1.0,0.6666666666666666,CCOC1=CC(=O)N2CCCCCC2=C1C(=O)OCC3=CC=CC=C3F,small_heteroaromatic,4,34.84582,11.791677,0.5201196,0.40459302,359.397,359.153286404,26,6,0.2307692307692307,1,4,0,0,1,3,2,1,7,0,5,4,0,57.53,3.4695000000000027,0.4,0,0,1,0,2,0,0,0,859.3750656237352,22,3,0.3717948794364929,0.3717948794364929,FAEKWTJYAYMJKF,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,C27H36N2O4,0.3717948794364929,FAEKWTJYAYMJKF,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,C27H36N2O4,0.3717948794364929,False,False,False,False,ood_lt_0.50,3,0,0
QIFJOFNVIVQRNJ,1,0.0,0.0,0.3962264060974121,0.3529411852359772,1.0,1.0,C1=CC=C(C(=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)F,aromatic_rich_polycycle,2,41.195705,26.219002,1.5190893,0.031132765,333.341,333.10775385600004,25,5,0.2,3,0,0,0,2,4,4,0,6,0,3,2,1,41.57,5.0839000000000025,0.0,0,0,0,0,0,0,0,0,1008.8129329483602,23,4,0.38983049988746643,0.38983049988746643,SINQIEAULQKUPD,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,C26H21N3O2S,0.38983049988746643,SINQIEAULQKUPD,COC1=CC2=C(C=C1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)S(=O)C)C5=CC=NC=C5,C26H21N3O2S,0.38983049988746643,False,False,False,False,ood_lt_0.50,1,0,0
QIOMMMCQFIBVKA,5,0.0,0.0,0.5899448931217194,0.5381976902484894,1.0,0.2,C/C(=C\CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)/CC[C@@H]2C(=C)CC[C@H]3[C@]2(CC[C@H]([C@]3(C)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)C,glycoside_or_sugar_rich,5,-46.399982,-37.68996,-3.4219854,-0.9579921,646.7710000000006,646.3564417880001,45,13,0.2888888888888888,0,13,0,0,0,4,0,4,6,0,11,13,9,218.99,-0.9043999999999948,0.875,15,0,0,0,4,9,0,0,1021.0250312109838,31,4,0.6282051205635071,0.6282051205635071,VUEPOIYXKZTLMD,C[C@@]12CC[C@H]([C@@]([C@H]1CCC(=C)[C@H]2C/C=C/3\[C@@H](COC3=O)O)(C)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,C26H40O10,0.6282051205635071,VUEPOIYXKZTLMD,C[C@@]12CC[C@H]([C@@]([C@H]1CCC(=C)[C@H]2C/C=C/3\[C@@H](COC3=O)O)(C)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,C26H40O10,0.6282051205635071,False,False,False,True,weak_train_0.50_0.70,5,0,0
QIWWLKDHHMGRQL,11,0.0,0.0,0.4986267279494892,0.4794236800887368,1.0,0.3636363636363636,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)/C=C/C5=CC=C(C=C5)O)O)O)O)O)O)O,glycoside_or_sugar_rich,5,-37.34939,-43.604702,-3.0051317,-1.8322462,696.6550000000007,696.2265498200001,49,17,0.3469387755102041,0,17,0,0,0,5,1,4,6,0,11,17,8,260.59,-2.434999999999996,0.5625,13,0,2,0,7,8,0,0,1394.177933769984,36,5,0.7162162065505981,0.7162162065505981,FYZYXYLPBWLLGI,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,C23H34O15,0.7162162065505981,FYZYXYLPBWLLGI,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,C23H34O15,0.7162162065505981,False,False,True,True,near_train_0.70_0.85,11,0,0
QJFSABGVXDWMIW,4,0.0,0.0,0.6445823311805725,0.8937419652938843,1.0,0.0,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)OCC6=C(OC(=O)O6)C,aromatic_rich_polycycle,11,15.602124,57.08546,0.51334584,0.05642496,568.5420000000004,568.1594137279999,42,12,0.2857142857142857,4,8,0,0,0,6,6,0,6,0,9,10,1,155.58999999999995,4.705220000000004,0.1666666666666666,0,0,1,0,2,0,0,0,2009.414174323873,38,6,0.4845360815525055,0.4845360815525055,UQGKUQLKSCSZGY,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O,C29H30N6O6,0.4845360815525055,UQGKUQLKSCSZGY,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O,C29H30N6O6,0.4845360815525055,False,False,False,False,ood_lt_0.50,4,0,0
QJMQBJILYFAVTF,2,0.0,0.0,0.6202842593193054,0.5156831443309784,1.0,0.0,C=CC1C2C=C3C4=C(CCN3C(=O)C2=C(OC1OC5C(C(C(C(O5)CO)O)O)O)O)C6=CC=CC=C6N4,polycyclic_aliphatic_like,5,-44.574554,-45.39608,-2.1739564,-0.33676857,512.5150000000001,512.1794804759999,37,11,0.2972972972972973,2,9,0,0,0,6,2,4,6,0,4,9,6,164.94,0.2679000000000007,0.4230769230769231,8,1,0,0,3,5,0,0,1314.3565641243472,29,6,0.39080458879470825,0.39080458879470825,VSJGJMKGNMDJCI,C=C[C@@H]1[C@@H]2CCOC(=O)C2=CO[C@H]1O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,C16H22O9,0.39080458879470825,VSJGJMKGNMDJCI,C=C[C@@H]1[C@@H]2CCOC(=O)C2=CO[C@H]1O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,C16H22O9,0.39080458879470825,False,False,False,False,ood_lt_0.50,2,0,0
QJTGTGYXESVKJU,1,0.0,0.0,0.5362318754196167,0.7164179086685181,1.0,0.0,C1=CC(=CC=C1CNC(=O)OCCOCCOCCOC(=O)NCCOCCOCCCCCCCl)NC(=O)CCCCCCC(=O)NO,large_peptide_like,0,-19.107666,-1.4718348,-0.05641233,0.04647092,719.273,718.35558626,49,16,0.3265306122448979,4,11,0,0,1,1,1,0,6,0,31,11,5,192.01,4.289100000000003,0.696969696969697,0,4,2,0,6,1,0,0,1005.3573633633824,6,1,0.4107142984867096,0.4107142984867096,WAEXFXRVDQXREF,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,C14H20N2O3,0.4107142984867096,WAEXFXRVDQXREF,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,C14H20N2O3,0.4107142984867096,False,False,False,False,ood_lt_0.50,1,0,0
QJZQFVRFJCGDKF,3,0.6666666666666666,0.6666666666666666,0.9180327852567036,0.9011897444725036,1.0,0.0,CC1=C(C(=C(S1)C)C(=O)NC2(CC2)C3=CC=C(C=C3)C(=O)O)CC4=CC=C(C=C4)C(F)(F)F,aromatic_rich_polycycle,0,-1.093775,-10.242848,0.20330918,0.3561964,473.5160000000001,473.127249224,33,8,0.2424242424242424,1,3,1,0,3,4,3,1,6,0,6,3,2,66.4,6.091840000000004,0.28,0,1,0,1,0,1,0,0,1207.4344136297102,24,4,0.3513513505458832,0.3513513505458832,XEOSTBFUCNZKGS,CN(C)C1=C(C(=NC(=N1)CC2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)C(F)(F)F)N(C)C)CC(=O)O,C25H26F3N5O3,0.3513513505458832,XEOSTBFUCNZKGS,CN(C)C1=C(C(=NC(=N1)CC2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)C(F)(F)F)N(C)C)CC(=O)O,C25H26F3N5O3,0.3513513505458832,False,False,False,False,ood_lt_0.50,3,0,0
QJZRFPJCWMNVAV,3,0.6666666666666666,0.6666666666666666,0.88744588692983,0.9189813137054444,0.6666666666666666,0.0,CC1=CC=C(C=C1)C(=O)N(CCCN)[C@@H](C2=NC3=C(C=CC(=C3)Cl)C(=O)N2CC4=CC=CC=C4)C(C)C,aromatic_rich_polycycle,11,-0.33701506,38.448963,1.0073286,1.0676606,517.0730000000001,516.229203976,37,7,0.1891891891891892,4,2,0,0,1,4,4,0,6,0,9,4,1,81.22,5.594920000000005,0.3,1,1,0,0,0,0,0,0,1432.1878455520289,28,4,0.5897436141967773,0.5897436141967773,PGXYIBJJCLWJST,CC1=CC=C(C=C1)C(=O)N(CCCN)[C@@H](C2=C(C(=O)C3=C(O2)C=C(C=C3)Cl)CC4=CC=CC=C4)C(C)C,C31H33ClN2O3,0.5897436141967773,PGXYIBJJCLWJST,CC1=CC=C(C=C1)C(=O)N(CCCN)[C@@H](C2=C(C(=O)C3=C(O2)C=C(C=C3)Cl)CC4=CC=CC=C4)C(C)C,C31H33ClN2O3,0.5897436141967773,False,False,False,True,weak_train_0.50_0.70,3,0,0
QKKIWEILHCXECO,3,1.0,1.0,1.0,0.9817059437433878,1.0,0.0,CN1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=C(NC=C4C5=CC6=C(C=C5)NC=C6)N=C3,aromatic_rich_polycycle,2,21.359112,45.24399,1.7914616,-0.5874712,421.5480000000001,421.2266458640001,32,5,0.15625,5,0,0,0,0,6,5,1,6,0,4,3,2,50.95,5.125600000000004,0.2222222222222222,0,0,0,0,0,0,0,0,1370.5037197041556,31,6,0.3658536672592163,0.3658536672592163,VXLAKHWYGRKCGI,CN1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5,C22H25N9O,0.3658536672592163,VXLAKHWYGRKCGI,CN1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5,C22H25N9O,0.3658536672592163,False,False,False,False,ood_lt_0.50,3,0,0
QKTRIGNWBRHBFV,4,0.5,0.5,0.7697467878460884,0.710058182477951,1.0,0.25,CN1CCN(CC1)C(=O)/C=C/C2=CC=C(O2)[N+](=O)[O-],small_heteroaromatic,4,-9.614593,11.5029,-0.19271465,0.04078885,265.269,265.10625596,19,7,0.3684210526315789,3,4,0,0,0,2,1,1,6,0,3,5,0,79.83,0.9749999999999998,0.4166666666666667,0,1,0,0,0,0,0,0,500.8277030942773,15,2,0.3469387888908386,0.3469387888908386,JSIGICUAXLIURX,C1CCN(C1)C(=O)C=CC2=CC=CC=C2,C13H15NO,0.3469387888908386,JSIGICUAXLIURX,C1CCN(C1)C(=O)C=CC2=CC=CC=C2,C13H15NO,0.3469387888908386,False,False,False,False,ood_lt_0.50,4,0,0
QKUUVGNHUMKUAN,7,0.0,0.0,0.2214218931538717,0.2900573781558445,1.0,1.0,CC(=O)N1CCC23C1N4CCC25C(NC6=CC=CC=C36)N(C7=CC=CC(=C57)C4C8C(O8)(C)C)C,polycyclic_aliphatic_like,1,-31.30192,21.211945,-0.6391349,1.5757844,456.59000000000026,456.252526264,34,6,0.1764705882352941,4,2,0,0,0,8,2,6,7,0,1,5,1,51.35000000000001,3.579900000000002,0.5357142857142857,7,1,0,0,1,0,0,0,1274.8024661630675,28,8,0.3968254029750824,0.3968254029750824,XSYCDVWYEVUDKQ,CN1CC[C@@]23[C@@H]4NC5=CC=CC=C5[C@@]2([C@@H]1NC6=CC=CC=C36)CCN4C,C22H26N4,0.3968254029750824,XSYCDVWYEVUDKQ,CN1CC[C@@]23[C@@H]4NC5=CC=CC=C5[C@@]2([C@@H]1NC6=CC=CC=C36)CCN4C,C22H26N4,0.3968254029750824,False,False,False,False,ood_lt_0.50,7,0,0
QKVFMAAIXZONRN,3,0.0,0.0,0.1652329762776692,0.2427944839000702,1.0,1.0,CC1=C2C=C(C=CC2=NN1)C3C(=C(NC(=C3C#N)C)C)C#N,small_heteroaromatic,2,15.572089,31.263569,0.33931386,-0.42309928,289.34200000000004,289.13274548000004,22,5,0.2272727272727272,5,0,0,0,0,3,2,1,6,0,1,4,2,88.28999999999999,3.1532800000000014,0.2352941176470588,0,0,0,0,0,0,0,0,878.65287341847,15,3,0.375,0.375,HMUNAHGDBDCYKK,CC1=C2C(C(=C(OC2=NN1)N)C#N)C3=CC=C(C=C3)O,C14H12N4O2,0.375,HMUNAHGDBDCYKK,CC1=C2C(C(=C(OC2=NN1)N)C#N)C3=CC=C(C=C3)O,C14H12N4O2,0.375,False,False,False,False,ood_lt_0.50,3,0,0
QLAHWTNCEYYDRR,2,0.0,0.0,0.6810712814331055,0.890625,1.0,0.0,C1=CC(=C2C(=C1)OC3=CC(=O)C4=C(C3=N2)C(=O)C=C(N4)C(=O)O)C(=O)CC(C(=O)O)N,other_midsize,11,-18.887299,11.673851,0.27715346,0.59704363,423.33700000000016,423.070264376,31,11,0.3548387096774194,3,8,0,0,0,4,2,2,6,0,5,8,4,193.65,0.8172000000000004,0.1,1,0,0,2,0,2,0,0,1500.4186280945514,20,4,0.359375,0.359375,VCKPUUFAIGNJHC,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N,C10H12N2O4,0.359375,VCKPUUFAIGNJHC,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N,C10H12N2O4,0.359375,False,False,False,False,ood_lt_0.50,2,0,0
QLFGDTPACJHLRY,3,0.0,0.0,0.267242689927419,0.3392891436815262,0.6666666666666666,1.0,CN(C1=NC(=NC=C1)NC2=CC(=CC(=C2)N3CCOCC3)N4CCOCC4)C5=CC=CC6=C5C=NN6,aromatic_rich_polycycle,2,28.554012,40.714863,1.6023273,-0.7198755,486.5800000000003,486.2491722,36,10,0.2777777777777778,8,2,0,0,0,6,4,2,6,0,6,9,2,94.67000000000002,3.537600000000002,0.3461538461538461,0,0,0,0,2,0,0,0,1294.2857408038112,35,6,0.3636363744735718,0.3636363744735718,QDMXVKKPYBGIAS,CC1=NC=C(C=C1)C2=NN(C=N2)C3=CC=C(C=C3)NC4=NC=CC(=N4)C5=CC(=CC=C5)N6CCOCC6,C28H26N8O,0.3636363744735718,QDMXVKKPYBGIAS,CC1=NC=C(C=C1)C2=NN(C=N2)C3=CC=C(C=C3)NC4=NC=CC(=N4)C5=CC(=CC=C5)N6CCOCC6,C28H26N8O,0.3636363744735718,False,False,False,False,ood_lt_0.50,3,0,0
QLFZZSKTJWDQOS,5,0.0,0.0,0.7869158864021302,0.7366600394248962,0.8,0.0,CC1C=CC=C2COC3C2(C(C=C(C3O)C)C(=O)OC4CC(CC=C(C1OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)O)OC)OC)C)OC7(C4)C=CC(C(O7)C8CCCCC8)C)O,glycoside_or_sugar_rich,1,-50.91611,-19.528755,-2.5243897,-0.28420743,899.128,898.5078570480001,64,14,0.21875,0,14,0,0,0,8,0,8,16,1,7,14,3,170.06,5.911600000000007,0.78,19,0,1,0,10,3,0,0,1787.6301320425869,51,8,0.643478274345398,0.643478274345398,AFJYYKSVHJGXSN,C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]\5[C@@]4([C@@H](C=C(/C5=N\O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O)OC)\C)O[C@@H]1C7CCCCC7,C43H63NO11,0.643478274345398,AFJYYKSVHJGXSN,C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]\5[C@@]4([C@@H](C=C(/C5=N\O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O)OC)\C)O[C@@H]1C7CCCCC7,C43H63NO11,0.643478274345398,False,False,False,True,weak_train_0.50_0.70,5,0,0
QLLLGFMAOYLOFG,1,0.0,0.0,0.2631579041481018,0.375,1.0,1.0,COC1=CC(=C(C=C1)OC)C2=C3C(=CC(=N2)C(=O)NC4CCN(CC4)CC5=CC=CC=C5)C6=CC=CC=C6N3,aromatic_rich_polycycle,8,0.75047344,-39.80511,0.7900572,-0.2384213,520.6330000000004,520.2474408840001,39,7,0.1794871794871795,4,3,0,0,0,6,5,1,6,0,7,5,2,79.48,5.794700000000005,0.25,0,1,0,0,2,0,0,0,1621.4384432340944,35,6,0.6341463327407837,0.6341463327407837,FWPOSECRGQPCGI,COC1=CC(=C(C=C1)OC)C2=C3C(=CC(=N2)C(=O)NCCCN4CCOCC4)C5=CC=CC=C5N3,C27H30N4O4,0.6341463327407837,FWPOSECRGQPCGI,COC1=CC(=C(C=C1)OC)C2=C3C(=CC(=N2)C(=O)NCCCN4CCOCC4)C5=CC=CC=C5N3,C27H30N4O4,0.6341463327407837,False,False,False,True,weak_train_0.50_0.70,1,0,0
QLPHOXTXAKOFMU,1,0.0,0.0,0.4835164844989776,0.7088607549667358,1.0,1.0,C[C@@H]1CC[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5,other_midsize,4,12.468445,0.8888789,0.8349454,0.030001612,462.6020000000003,462.28555770800006,34,9,0.2647058823529412,8,1,0,0,0,5,3,2,6,0,5,7,4,124.85,3.697600000000001,0.52,2,1,0,0,0,0,0,0,1168.9320779280697,30,5,0.3186813294887543,0.3186813294887543,AHEPPHKAWGPZHP,C1CCCC(CC1)NC(=O)C2CC(=O)N(C2)CCC3=CNC4=C3C=C(C=C4)F,C22H28FN3O2,0.3186813294887543,AHEPPHKAWGPZHP,C1CCCC(CC1)NC(=O)C2CC(=O)N(C2)CCC3=CNC4=C3C=C(C=C4)F,C22H28FN3O2,0.3186813294887543,False,False,False,False,ood_lt_0.50,1,0,0
QLPQYTXDMVNSJW,3,0.0,0.0,0.3982115586598714,0.3648788233598073,1.0,0.6666666666666666,C1C(CN1C(=O)C2=CSC=C2)C3=NC(=NO3)C4=CC(=CC=C4)Cl,aromatic_rich_polycycle,4,22.579826,11.3926525,0.89877,0.13590096,345.81100000000004,345.033875304,23,7,0.3043478260869565,3,2,1,0,1,4,3,1,6,0,3,5,0,59.23,3.6911000000000014,0.1875,0,1,0,0,0,0,0,0,840.6496158897453,22,4,0.42424243688583374,0.42424243688583374,VXQCCZHCFBHTTD,C1C[C@H](CN(C1)C(=O)C2=CC=C(C=C2)F)C3=NC(=NO3)C4=CC=C(C=C4)F,C20H17F2N3O2,0.42424243688583374,VXQCCZHCFBHTTD,C1C[C@H](CN(C1)C(=O)C2=CC=C(C=C2)F)C3=NC(=NO3)C4=CC=C(C=C4)F,C20H17F2N3O2,0.42424243688583374,False,False,False,False,ood_lt_0.50,3,0,0
QLUWQAFDTNAYPN,3,0.3333333333333333,0.3333333333333333,0.6464646458625793,0.6621006727218628,1.0,0.6666666666666666,CN1CCN(C=N1)C2=C(C=C(C=C2)N3C[C@@H](OC3=O)CO)F,small_heteroaromatic,2,32.44129,25.11082,-0.04372966,-0.60842943,308.31300000000005,308.128468624,22,8,0.3636363636363636,4,3,0,0,1,3,1,2,6,0,3,6,1,68.61,0.8382999999999998,0.4285714285714285,1,1,1,0,1,1,0,0,609.7507879550745,18,3,0.49253731966018677,0.49253731966018677,TYZROVQLWOKYKF,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,C16H20FN3O4,0.49253731966018677,TYZROVQLWOKYKF,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,C16H20FN3O4,0.49253731966018677,False,False,False,False,ood_lt_0.50,3,0,0
QLVOERHRMRNQQN,3,0.0,0.0,0.2155710235238075,0.2752489944299062,1.0,1.0,CC1=CC(=CC=C1)NC(=O)COC2=CC(=NN2C3=NC(=CC(=N3)C)C)C(C)(C)C,other_midsize,0,17.179556,-10.374478,1.2836677,-0.80346036,393.49100000000016,393.216475104,29,7,0.2413793103448276,5,2,0,0,0,3,3,0,6,0,5,5,1,81.92999999999999,3.902560000000003,0.3636363636363636,0,1,0,0,1,0,0,0,1013.6721570126264,22,3,0.42105263471603394,0.42105263471603394,LFMOJBZFRJHJLR,CC1=C(C(=CC=C1)C)OCC(=O)NC2=CC(=CC=C2)NC(=O)COC3=C(C=CC=C3C)C,C26H28N2O4,0.42105263471603394,LFMOJBZFRJHJLR,CC1=C(C(=CC=C1)C)OCC(=O)NC2=CC(=CC=C2)NC(=O)COC3=C(C=CC=C3C)C,C26H28N2O4,0.42105263471603394,False,False,False,False,ood_lt_0.50,3,0,0
QLXULUNLCRKWRD,4,0.25,0.25,0.4989583343267441,0.4882298409938812,1.0,0.75,C1=CC=C(C(=C1)F)S(=O)(=O)NNC(=O)C2=CC(=CC(=C2)C3=CC=CC=N3)F,aromatic_rich_polycycle,0,41.36798,6.6707244,1.5498389,-0.009888,389.383,389.06456871600005,27,9,0.3333333333333333,3,3,1,0,2,3,3,0,6,0,5,4,2,88.16000000000001,2.650100000000001,0.0,0,1,0,0,0,0,1,0,1090.0158049592258,25,3,0.30136987566947937,0.30136987566947937,VLJZIHBOFLEFES,C1=CC=C(C(=C1)C(F)(F)F)S(=O)(=O)NCC2=CC(=NC=C2)C3=CSC=C3,C17H13F3N2O2S2,0.30136987566947937,VLJZIHBOFLEFES,C1=CC=C(C(=C1)C(F)(F)F)S(=O)(=O)NCC2=CC(=NC=C2)C3=CSC=C3,C17H13F3N2O2S2,0.30136987566947937,False,False,False,False,ood_lt_0.50,4,0,0
