spec_name,subset,target_smiles,threshold,mist_tanimoto,active_bits,previous_mist_tanimoto,previous_tanimoto_top1,previous_exact_match_top1
MassSpecGymID0041215,high_mist,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)NC)O)(C)OC)C)C)O)(C)O,0.1,0.8795180916786194,82,0.9358974099159241,0.9230769276618958,0.0
MassSpecGymID0041215,high_mist,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)NC)O)(C)OC)C)C)O)(C)O,0.15,0.9358974099159241,77,0.9358974099159241,0.9230769276618958,0.0
MassSpecGymID0041215,high_mist,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)NC)O)(C)OC)C)C)O)(C)O,0.187,0.9358974099159241,77,0.9358974099159241,0.9230769276618958,0.0
MassSpecGymID0041215,high_mist,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)NC)O)(C)OC)C)C)O)(C)O,0.2,0.9358974099159241,77,0.9358974099159241,0.9230769276618958,0.0
MassSpecGymID0041215,high_mist,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)NC)O)(C)OC)C)C)O)(C)O,0.25,0.948051929473877,76,0.9358974099159241,0.9230769276618958,0.0
MassSpecGymID0041215,high_mist,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)NC)O)(C)OC)C)C)O)(C)O,0.3,0.948051929473877,76,0.9358974099159241,0.9230769276618958,0.0
MassSpecGymID0041215,high_mist,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)NC)O)(C)OC)C)C)O)(C)O,0.4,0.948051929473877,76,0.9358974099159241,0.9230769276618958,0.0
MassSpecGymID0041215,high_mist,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)NC)O)(C)OC)C)C)O)(C)O,0.5,0.9324324131011963,69,0.9358974099159241,0.9230769276618958,0.0
MassSpecGymID0050419,high_mist,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.05,0.8965517282485962,29,0.8965517282485962,1.0,0.0
MassSpecGymID0050419,high_mist,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.1,0.8965517282485962,29,0.8965517282485962,1.0,0.0
MassSpecGymID0050419,high_mist,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.15,0.8965517282485962,29,0.8965517282485962,1.0,0.0
MassSpecGymID0050419,high_mist,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.187,0.8965517282485962,29,0.8965517282485962,1.0,0.0
MassSpecGymID0050419,high_mist,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.2,0.8965517282485962,29,0.8965517282485962,1.0,0.0
MassSpecGymID0050419,high_mist,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.25,0.9285714030265808,28,0.8965517282485962,1.0,0.0
MassSpecGymID0050419,high_mist,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.3,0.9285714030265808,28,0.8965517282485962,1.0,0.0
MassSpecGymID0050419,high_mist,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.4,0.9259259104728699,26,0.8965517282485962,1.0,0.0
MassSpecGymID0050419,high_mist,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.5,0.9259259104728699,26,0.8965517282485962,1.0,0.0
MassSpecGymID0051208,mid_mist,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,0.05,0.2866241931915283,145,0.4266666769981384,0.28735631704330444,0.0
MassSpecGymID0051208,mid_mist,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,0.1,0.36538460850715637,85,0.4266666769981384,0.28735631704330444,0.0
MassSpecGymID0051208,mid_mist,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,0.15,0.4197530746459961,58,0.4266666769981384,0.28735631704330444,0.0
MassSpecGymID0051208,mid_mist,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,0.187,0.4266666769981384,50,0.4266666769981384,0.28735631704330444,0.0
MassSpecGymID0051208,mid_mist,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,0.2,0.42465752363204956,47,0.4266666769981384,0.28735631704330444,0.0
MassSpecGymID0051208,mid_mist,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,0.25,0.3802816867828369,41,0.4266666769981384,0.28735631704330444,0.0
MassSpecGymID0051208,mid_mist,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,0.3,0.37142857909202576,39,0.4266666769981384,0.28735631704330444,0.0
MassSpecGymID0051208,mid_mist,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,0.4,0.28358209133148193,29,0.4266666769981384,0.28735631704330444,0.0
MassSpecGymID0051208,mid_mist,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,0.5,0.23076923191547394,23,0.4266666769981384,0.28735631704330444,0.0
MassSpecGymID0051457,mid_mist,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)NS(=O)(=O)O,0.05,0.1773049682378769,109,0.22077922523021698,0.13414634764194489,0.0
MassSpecGymID0051457,mid_mist,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)NS(=O)(=O)O,0.1,0.21739129722118378,55,0.22077922523021698,0.13414634764194489,0.0
MassSpecGymID0051457,mid_mist,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)NS(=O)(=O)O,0.15,0.21686747670173645,44,0.22077922523021698,0.13414634764194489,0.0
MassSpecGymID0051457,mid_mist,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)NS(=O)(=O)O,0.187,0.22077922523021698,37,0.22077922523021698,0.13414634764194489,0.0
MassSpecGymID0051457,mid_mist,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)NS(=O)(=O)O,0.2,0.22368420660495758,36,0.22077922523021698,0.13414634764194489,0.0
MassSpecGymID0051457,mid_mist,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)NS(=O)(=O)O,0.25,0.24285714328289032,30,0.22077922523021698,0.13414634764194489,0.0
MassSpecGymID0051457,mid_mist,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)NS(=O)(=O)O,0.3,0.23529411852359772,27,0.22077922523021698,0.13414634764194489,0.0
MassSpecGymID0051457,mid_mist,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)NS(=O)(=O)O,0.4,0.23076923191547394,23,0.22077922523021698,0.13414634764194489,0.0
MassSpecGymID0051457,mid_mist,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)NS(=O)(=O)O,0.5,0.2222222238779068,20,0.22077922523021698,0.13414634764194489,0.0
MassSpecGymID0051503,good_mist,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,0.05,0.3852458894252777,121,0.7894737124443054,1.0,1.0
MassSpecGymID0051503,good_mist,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,0.1,0.6266666650772095,74,0.7894737124443054,1.0,1.0
MassSpecGymID0051503,good_mist,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,0.15,0.7419354915618896,60,0.7894737124443054,1.0,1.0
MassSpecGymID0051503,good_mist,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,0.187,0.7894737124443054,54,0.7894737124443054,1.0,1.0
MassSpecGymID0051503,good_mist,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,0.2,0.8113207817077637,48,0.7894737124443054,1.0,1.0
MassSpecGymID0051503,good_mist,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,0.25,0.800000011920929,42,0.7894737124443054,1.0,1.0
MassSpecGymID0051503,good_mist,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,0.3,0.7916666865348816,38,0.7894737124443054,1.0,1.0
MassSpecGymID0051503,good_mist,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,0.4,0.7083333134651184,34,0.7894737124443054,1.0,1.0
MassSpecGymID0051503,good_mist,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,0.5,0.5416666865348816,26,0.7894737124443054,1.0,1.0
MassSpecGymID0052603,good_mist,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,0.05,0.4458598792552948,149,0.738095223903656,0.7317073345184326,0.0
MassSpecGymID0052603,good_mist,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,0.1,0.6666666865348816,92,0.738095223903656,0.7317073345184326,0.0
MassSpecGymID0052603,good_mist,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,0.15,0.7159090638160706,73,0.738095223903656,0.7317073345184326,0.0
MassSpecGymID0052603,good_mist,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,0.187,0.738095223903656,68,0.738095223903656,0.7317073345184326,0.0
MassSpecGymID0052603,good_mist,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,0.2,0.738095223903656,68,0.738095223903656,0.7317073345184326,0.0
MassSpecGymID0052603,good_mist,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,0.25,0.7469879388809204,67,0.738095223903656,0.7317073345184326,0.0
MassSpecGymID0052603,good_mist,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,0.3,0.7654321193695068,65,0.738095223903656,0.7317073345184326,0.0
MassSpecGymID0052603,good_mist,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,0.4,0.762499988079071,63,0.738095223903656,0.7317073345184326,0.0
MassSpecGymID0052603,good_mist,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,0.5,0.7692307829856873,60,0.738095223903656,0.7317073345184326,0.0
MassSpecGymID0053008,good_mist,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)CNS(=O)(=O)C)C(=O)OC)OC,0.05,0.47999998927116394,96,0.7580645084381104,0.7457627058029175,0.0
MassSpecGymID0053008,good_mist,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)CNS(=O)(=O)C)C(=O)OC)OC,0.1,0.6399999856948853,71,0.7580645084381104,0.7457627058029175,0.0
MassSpecGymID0053008,good_mist,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)CNS(=O)(=O)C)C(=O)OC)OC,0.15,0.7272727489471436,62,0.7580645084381104,0.7457627058029175,0.0
MassSpecGymID0053008,good_mist,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)CNS(=O)(=O)C)C(=O)OC)OC,0.187,0.7580645084381104,57,0.7580645084381104,0.7457627058029175,0.0
MassSpecGymID0053008,good_mist,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)CNS(=O)(=O)C)C(=O)OC)OC,0.2,0.7377049326896667,54,0.7580645084381104,0.7457627058029175,0.0
MassSpecGymID0053008,good_mist,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)CNS(=O)(=O)C)C(=O)OC)OC,0.25,0.7413793206214905,49,0.7580645084381104,0.7457627058029175,0.0
MassSpecGymID0053008,good_mist,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)CNS(=O)(=O)C)C(=O)OC)OC,0.3,0.7321428656578064,45,0.7580645084381104,0.7457627058029175,0.0
MassSpecGymID0053008,good_mist,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)CNS(=O)(=O)C)C(=O)OC)OC,0.4,0.7272727489471436,43,0.7580645084381104,0.7457627058029175,0.0
MassSpecGymID0053008,good_mist,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)CNS(=O)(=O)C)C(=O)OC)OC,0.5,0.7115384340286255,37,0.7580645084381104,0.7457627058029175,0.0
MassSpecGymID0054352,mid_mist,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,0.05,0.14720812439918518,180,0.22058823704719543,0.1428571492433548,0.0
MassSpecGymID0054352,mid_mist,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,0.1,0.1881188154220581,74,0.22058823704719543,0.1428571492433548,0.0
MassSpecGymID0054352,mid_mist,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,0.15,0.2133333384990692,45,0.22058823704719543,0.1428571492433548,0.0
MassSpecGymID0054352,mid_mist,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,0.187,0.22058823704719543,37,0.22058823704719543,0.1428571492433548,0.0
MassSpecGymID0054352,mid_mist,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,0.2,0.2238806039094925,36,0.22058823704719543,0.1428571492433548,0.0
MassSpecGymID0054352,mid_mist,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,0.25,0.21875,32,0.22058823704719543,0.1428571492433548,0.0
MassSpecGymID0054352,mid_mist,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,0.3,0.22807016968727112,24,0.22058823704719543,0.1428571492433548,0.0
MassSpecGymID0054352,mid_mist,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,0.4,0.2075471729040146,18,0.22058823704719543,0.1428571492433548,0.0
MassSpecGymID0054352,mid_mist,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,0.5,0.20408163964748383,13,0.22058823704719543,0.1428571492433548,0.0
MassSpecGymID0055282,mid_mist,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,0.05,0.11585365980863571,145,0.2063492089509964,0.16438356041908264,0.0
MassSpecGymID0055282,mid_mist,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,0.1,0.17204301059246063,71,0.2063492089509964,0.16438356041908264,0.0
MassSpecGymID0055282,mid_mist,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,0.15,0.19178082048892975,49,0.2063492089509964,0.16438356041908264,0.0
MassSpecGymID0055282,mid_mist,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,0.187,0.2063492089509964,38,0.2063492089509964,0.16438356041908264,0.0
MassSpecGymID0055282,mid_mist,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,0.2,0.22033898532390594,34,0.2063492089509964,0.16438356041908264,0.0
MassSpecGymID0055282,mid_mist,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,0.25,0.2708333432674408,23,0.2063492089509964,0.16438356041908264,0.0
MassSpecGymID0055282,mid_mist,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,0.3,0.23404255509376526,20,0.2063492089509964,0.16438356041908264,0.0
MassSpecGymID0055282,mid_mist,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,0.4,0.21739129722118378,18,0.2063492089509964,0.16438356041908264,0.0
MassSpecGymID0055282,mid_mist,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,0.5,0.21739129722118378,18,0.2063492089509964,0.16438356041908264,0.0
MassSpecGymID0057096,high_mist,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,0.05,0.603960394859314,101,0.9672130942344666,1.0,1.0
MassSpecGymID0057096,high_mist,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,0.1,0.8840579986572266,69,0.9672130942344666,1.0,1.0
MassSpecGymID0057096,high_mist,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,0.15,0.9365079402923584,61,0.9672130942344666,1.0,1.0
MassSpecGymID0057096,high_mist,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,0.187,0.9672130942344666,59,0.9672130942344666,1.0,1.0
MassSpecGymID0057096,high_mist,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,0.2,0.9672130942344666,59,0.9672130942344666,1.0,1.0
MassSpecGymID0057096,high_mist,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,0.25,0.9508196711540222,58,0.9672130942344666,1.0,1.0
MassSpecGymID0057096,high_mist,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,0.3,0.9180327653884888,56,0.9672130942344666,1.0,1.0
MassSpecGymID0057096,high_mist,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,0.4,0.9180327653884888,56,0.9672130942344666,1.0,1.0
MassSpecGymID0057096,high_mist,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,0.5,0.868852436542511,53,0.9672130942344666,1.0,1.0
MassSpecGymID0058040,low_mist,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,0.05,0.15789473056793213,141,0.18292683362960815,0.12371134012937546,0.0
MassSpecGymID0058040,low_mist,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,0.1,0.13445378839969635,78,0.18292683362960815,0.12371134012937546,0.0
MassSpecGymID0058040,low_mist,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,0.15,0.17582418024539948,50,0.18292683362960815,0.12371134012937546,0.0
MassSpecGymID0058040,low_mist,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,0.187,0.18292683362960815,40,0.18292683362960815,0.12371134012937546,0.0
MassSpecGymID0058040,low_mist,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,0.2,0.1794871836900711,35,0.18292683362960815,0.12371134012937546,0.0
MassSpecGymID0058040,low_mist,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,0.25,0.1621621549129486,29,0.18292683362960815,0.12371134012937546,0.0
MassSpecGymID0058040,low_mist,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,0.3,0.17142857611179352,25,0.18292683362960815,0.12371134012937546,0.0
MassSpecGymID0058040,low_mist,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,0.4,0.1666666716337204,20,0.18292683362960815,0.12371134012937546,0.0
MassSpecGymID0058040,low_mist,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,0.5,0.1587301641702652,16,0.18292683362960815,0.12371134012937546,0.0
MassSpecGymID0058077,low_mist,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC(=O)C)OC)OC)C)C,0.05,0.10367892682552338,225,0.13414634764194489,0.09740259498357773,0.0
MassSpecGymID0058077,low_mist,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC(=O)C)OC)OC)C)C,0.1,0.12871287763118744,123,0.13414634764194489,0.09740259498357773,0.0
MassSpecGymID0058077,low_mist,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC(=O)C)OC)OC)C)C,0.15,0.125,93,0.13414634764194489,0.09740259498357773,0.0
MassSpecGymID0058077,low_mist,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC(=O)C)OC)OC)C)C,0.187,0.13414634764194489,81,0.13414634764194489,0.09740259498357773,0.0
MassSpecGymID0058077,low_mist,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC(=O)C)OC)OC)C)C,0.2,0.13924050331115723,75,0.13414634764194489,0.09740259498357773,0.0
MassSpecGymID0058077,low_mist,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC(=O)C)OC)OC)C)C,0.25,0.14000000059604645,66,0.13414634764194489,0.09740259498357773,0.0
MassSpecGymID0058077,low_mist,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC(=O)C)OC)OC)C)C,0.3,0.1458333283662796,60,0.13414634764194489,0.09740259498357773,0.0
MassSpecGymID0058077,low_mist,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC(=O)C)OC)OC)C)C,0.4,0.14598539471626282,52,0.13414634764194489,0.09740259498357773,0.0
MassSpecGymID0058077,low_mist,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC(=O)C)OC)OC)C)C,0.5,0.14393939077854156,46,0.13414634764194489,0.09740259498357773,0.0
MassSpecGymID0058081,low_mist,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC(=O)C)OC)OC)C)C,0.05,0.16413374245166779,278,0.1975308656692505,0.1485714316368103,0.0
