example_type,shard,spec_name,target_inchi_key,exact_match_top1,exact_match_top10,tanimoto_top1,tanimoto_top10,mist_tanimoto,total_formula_matched,total_generated,generation_time,target_smiles,proposal_smiles,top_prediction_smiles
near_miss_high_tanimoto_no_exact,shard_003,MassSpecGymID0050413,MIABSAQIFYEDJP,0.0,0.0,1.0,1.0,0.8965517282485962,0,100,15.74533987045288,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"['O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(O)OCC(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(F)OOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(F)OOCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)C(F)(F)F']"
near_miss_high_tanimoto_no_exact,shard_003,MassSpecGymID0050414,MIABSAQIFYEDJP,0.0,0.0,1.0,1.0,0.8965517282485962,0,100,16.56649112701416,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"['O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(OC=C(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(O)OCC(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(O)OC(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F']"
near_miss_high_tanimoto_no_exact,shard_003,MassSpecGymID0050415,MIABSAQIFYEDJP,0.0,0.0,1.0,1.0,0.8965517282485962,1,100,16.09804391860962,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"['O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(O)OCCC(F)(CC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(O)COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(O)OC(F)(F)CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F']"
near_miss_high_tanimoto_no_exact,shard_003,MassSpecGymID0050416,MIABSAQIFYEDJP,0.0,0.0,1.0,1.0,0.8965517282485962,0,100,14.97912335395813,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"['O=P(O)(O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(O)COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(F)OCCC(F)(F)C(F)(F)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F', 'O=P(O)(O)OC(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F']"
bad_low_mist_low_tanimoto,shard_009,MassSpecGymID0168316,PQTARGHEXNJCRK,0.0,0.0,0.0387096777558326,0.0422535203397274,0.0437956191599369,0,100,67.20168352127075,CC(CCCCC(C(CO)C(=O)O)O)C/C(=C/C(=C/C(=O)OC(CCCCC(C)C/C(=C/C(=C/C(=O)O)/C)/C)C(CO)C(=O)OC(CCCCC(C)C/C(=C/C(=C/C(=O)O)/C)/C)C(CO)C(=O)O)/C)/C,CCC1/C=C(/C)CC2CCCC(C/C=C(\C)C(OC3CC(OC)C(OC4OCC(O)C(OC5OC(C)C(O)C5O)C4O)C(C)O3)C(O)C(C)/C=C\C3=C(C3)CC(C)C3OC(C)(O)CCC13C)C(=O)O2,"['CCC1/C=C(/C)CC2CCCC(C/C=C(\\C)C(OC3CC(OC)C(OC4OCC(O)C(OC5OC(C)C(O)C5O)C4O)C(C)O3)C(O)C(C)/C=C\\C3=C(C3)CC(C)C3OC(C)(O)CCC13C)C(=O)O2', 'CC[C@H]1C(C)=CC[C@@H]2C(=O)O[C@@H]3CC[C@]4(O)C[C@H](O4)C(C)(C)[C@H]4CC(O[C@H]5C[C@H](O)[C@@H](O[C@H]6C[C@H](OC)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H](C)O6)[C@@H](C)O5)C(=C/C(=C/2C)[C@@H](O)[C@H](C)C[C@@H]1C)[C@@]43C', 'CCC1/C=C/C=C2CC3CCC(C)CC(OC)C(C)C1C(=O)OC1/C=C\\C(C)C(OC4CC(OC)C(OC5CC(C)(C)C(O)C(O)C5OC5OCC(O)C(O)C5O)C(C)O4)/C(C)=C/CC(O2)C1C3', 'CCC1OC(=O)CC2CCC2C(C)(C)C2CC(=O)/C=C/CC(C)C(O)C(=O)OC3C(CC(C=C1C)C2)C1(C)CCC(OC2OCC(O)C(OC4OC(C)C(O)C(C)C4O)C2O)C(C)(C)C31', 'CCC1OC(=O)[C@H]2C(C)(C)C(O)CC(O[C@H]3C[C@H](C)[C@H](O[C@@H]4O[C@H](C)[C@H](OC)[C@@H](O)[C@H]4O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H](C)O3)C(C)=CCCCCC3C(=C1C)C=CC1[C@]3(C)CCC(OC)[C@@]12C']"
bad_low_mist_low_tanimoto,shard_034,MassSpecGymID0397891,YFYZOMDKMZGTIY,0.0,0.0,0.0454545468091964,0.0561797767877578,0.0454545468091964,19,100,13.475132465362549,C[C@]12CC[C@H]3[C@]([C@@H]1CC[C@@]4([C@@H]2CCC(=C)[C@H]4CN=C(N)N)C)([C@H](CCC3(C)C)O)C,CCCCCC=CCC=CCCCCCCCCCCC(=O)NCCc1ncc[nH]1,"['CCCCCC=CCC=CCCCCCCCCCCC(=O)NCCc1ncc[nH]1', 'CCCCCCCCC=CCC=CCCCCCCCC(=O)NCCc1ncc[nH]1', 'CCCCCCC=CCC=CCCCCCCCCCC(=O)NCCc1ncc[nH]1', 'CCCCCCCCC=CCC=CCCCCCCC(=O)NCCc1ncc[nH]1', 'CCCCCC=CCC=CCCCCCCCCCC(=O)NCCc1ncc[nH]1']"
bad_low_mist_low_tanimoto,shard_009,MassSpecGymID0168314,PQTARGHEXNJCRK,0.0,0.0,0.0597014911472797,0.073529414832592,0.0642857179045677,2,100,70.30127286911011,CC(CCCCC(C(CO)C(=O)O)O)C/C(=C/C(=C/C(=O)OC(CCCCC(C)C/C(=C/C(=C/C(=O)O)/C)/C)C(CO)C(=O)OC(CCCCC(C)C/C(=C/C(=C/C(=O)O)/C)/C)C(CO)C(=O)O)/C)/C,COC1(C)CCC2(C(=O)OC3OC(OC4C(CC(=O)O)OC(C)C(C)C(C)C4O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,"['COC1(C)CCC2(C(=O)OC3OC(OC4C(CC(=O)O)OC(C)C(C)C(C)C4O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1', 'CO[C@@]12CC[C@]3(C(=O)O[C@@H]4O[C@H](C(=O)O)C[C@H](C)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@H](O)[C@H]4O)CC(C1)C1=CC[C@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]1(C)CC[C@H]3C2(C)C', 'CO[C@]1(O[C@H]2CC[C@]3(C)[C@H]4CC=C5C6CC(C)(C)CC[C@]6(C(=O)O)CC[C@@]5(C)[C@]4(C)CC[C@@H]23)CCC(C)(C)[C@@H]([C@H]2O[C@H](C)C(O[C@@H]3OC[C@H](O)C(O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)C(O)[C@H]3O)C2C(=O)O)[C@H]1C', 'COC12CCC(C)(C)CC1C1=CCC3C4(C)CCC(C(=O)OC5CC(C)C(O)C(C)C5OC5OC(C[1OH])C(O)C(O)C5OC5OC(C(=O)O)C(O)C(O)C5O)C(C)(C)C4CCC3(C)C1(C)CC2', 'CO[C@@]12CCC(C)(C)CC1C1=CCC3[C@@]4(C)CC[C@H](OC5OCC(O)C(O)C5OC5OC(C)C(O)C(O)C5O)[C@@](C)(C(=O)O)C4CC[C@@]3(C)[C@]1(C(=O)O[C@@H]1OCC(O)CC1C)C(C)C[C@@H](C)[C@H]2C']"
bad_low_mist_low_tanimoto,shard_009,MassSpecGymID0168315,PQTARGHEXNJCRK,0.0,0.0,0.0479452051222324,0.0753424689173698,0.065040647983551,1,100,64.9462673664093,CC(CCCCC(C(CO)C(=O)O)O)C/C(=C/C(=C/C(=O)OC(CCCCC(C)C/C(=C/C(=C/C(=O)O)/C)/C)C(CO)C(=O)OC(CCCCC(C)C/C(=C/C(=C/C(=O)O)/C)/C)C(CO)C(=O)O)/C)/C,CCCCCCCC[C@@]1(O)[C@H](C)O[C@H](O[C@H]2[C@H](C)[C@@H](C)[C@@H]3CC[C@H]4O[C@H]3[C@@H](O)[C@@H](C)/C=C(/C)C(=O)[C@@H](C)[C@@H]3[C@H]5C[C@@H]6OC(=O)[C@@H](OC)[C@](C)([C@H]6[C@]6(O)C(=O)O[C@@H](O[C@@H]5C)[C@]36C)[C@@]42O)C[C@@H](C)[C@@H]1O,"['CCCCCCCC[C@@]1(O)[C@H](C)O[C@H](O[C@H]2[C@H](C)[C@@H](C)[C@@H]3CC[C@H]4O[C@H]3[C@@H](O)[C@@H](C)/C=C(/C)C(=O)[C@@H](C)[C@@H]3[C@H]5C[C@@H]6OC(=O)[C@@H](OC)[C@](C)([C@H]6[C@]6(O)C(=O)O[C@@H](O[C@@H]5C)[C@]36C)[C@@]42O)C[C@@H](C)[C@@H]1O', 'CCCCCCCCCO[C@H]1[C@H](O)[C@@H](O)[C@@H](C)[C@H]2O[C@@H]3C[C@@H](C)/C=C(\\CO)C(O)=C[C@H](C(=O)[C@@H](O)[C@]3(O)C3C[C@H](OC)[C@H](O[C@H](C4C=C(C)C(C)=C[C@H]4C)OC(=O)C1(C)C)O[C@H](C)[C@H]3OC)[C@H]2O', 'CCCCCCCCCCCCOC12CC(OC)/C3=C(\\C)C4(O)C(O)C(C)C4OC(O1)C(C)C(C)C1OCC(OC3=O)C3C=C(C)C(=O)OC1OC3C1(OC3CC(OC)C(O)C(C)O3)C(C)CC(C)C21', 'CCCCCCCCCCCCCCCCCCC(OCC1C(C)C=C(C)C(=O)OC2(O)C3CCC(C)C(CCC4C(C)C5CCC6OC(OC)CC5OC(CO)=CC(OC5CC(OC)C(O)C(C)O5)C(O)C(OC1O6)C42)O3)P(=O)(OC)OO', 'CCCCCCCCCCCCOC1[C@H](C)C[C@H](O[C@@H]2[C@H]3OC[C@H]4C[C@H](O)C(C)(C)[C@H](C(C)C)OC(=O)C(=O)C(C)=C[C@@H]5O[C@H]5O[C@H]5C[C@@H](O5)[C@H](OC)[C@@H]5C(C)=C[C@@H](C)[C@@H]5OC(=O)[C@@]2(O)[C@@H]43)O[C@H]1C']"
bad_low_mist_low_tanimoto,shard_034,MassSpecGymID0397361,RRELOQVRCVAZDA,0.0,0.0,0.0481927692890167,0.0641025677323341,0.0704225376248359,10,91,6.0815348625183105,C#CCCCCCC1=NC(=CS1)CC/C(=C\Cl)/C/C=C/Cl,Cc1sc2cc(Cl)cc(Cl)c2c1C1(C)CCCC(N)CC1,"['Cc1sc2cc(Cl)cc(Cl)c2c1C1(C)CCCC(N)CC1', 'CC(C=N)C12CCC(c3ccc(Cl)cc3Cl)(CCS1)CC2', 'CCC1=C(C(C)C)N2SC(C)(c3ccc(Cl)cc3Cl)C12C', 'CC1=CCC(Cl)(C(C)C2(C)CCc3cc(Cl)ccc3S2)N1', 'CC(c1cc2cc(Cl)c(Cl)cc2s1)C1CCC(C)(N)CC1']"
bad_low_mist_low_tanimoto,shard_031,MassSpecGymID0372967,UTGUKTQOTCXQJK,0.0,0.0,0.0560747645795345,0.0973451361060142,0.079207919538021,1,100,24.70139098167419,CC(C)CC(C(=O)N1CCCC1C(=O)NC(CS)C(=O)NC(CC(=O)N)C(=O)OC(=O)OC(C)(C)C)NC(=O)CN,O=C1CCCCCCCN(O)C(=O)C2(CC(=O)NC2S(=O)(=O)O)NCCCCCCCN1,"['O=C1CCCCCCCN(O)C(=O)C2(CC(=O)NC2S(=O)(=O)O)NCCCCCCCN1', 'O=C1CCCNC(=O)CCN(C(=O)N2C[C@H](S(=O)(=O)O)CCC2=O)CCCCCCCN1', 'CC1=CC(C)CCC(=O)N(O)CCCCCCCNC(=O)CC(=O)n2c(=O)n(n2S(=O)(=O)O)CCCCCNC1=O', 'O=C1CCC2(CNCCCCCCCCCN1)CN(NS(=O)(=O)O)C2N1C(=O)CCC1=O', 'N=C1CCC(=O)N(O)CC(=O)NCCCCCCCCCCCCC1=O']"
bad_low_mist_low_tanimoto,shard_031,MassSpecGymID0372970,UTGUKTQOTCXQJK,0.0,0.0,0.0617283955216407,0.1199999973177909,0.0816326513886451,0,100,24.080617666244507,CC(C)CC(C(=O)N1CCCC1C(=O)NC(CS)C(=O)NC(CC(=O)N)C(=O)OC(=O)OC(C)(C)C)NC(=O)CN,O=C1CCCCCCCN1O,"['O=C1CCCCCCCN1O', 'O=C1CCCCNC(NS(=O)(=O)N2CCCCC2)CCCCCCN1', 'O=C1CN(S(=O)(=O)CO)CCCCCCNC(=O)[C@H](CO)N(C(=O)NN2C(=O)CCCCC2=O)CCCCCCCN1', 'O=C1CCC(=O)N1NS(=O)(=O)N1CCCCCCCCNCCCC1', 'O=C1CCC(=O)N1OC(CO)S(=O)(=O)NN[C]1CCCCCCCCN1']"
bad_low_mist_low_tanimoto,shard_028,MassSpecGymID0336074,IRQXZTBHNKVIRL,0.0,0.0,0.1147540956735611,0.1153846159577369,0.0902255624532699,10,46,11.9163715839386,CC1=C(C(=O)CC2(C1CC3C45C2C(C(C(C4C(C(=O)O3)OC(=O)C=C(C)C(C)C)(OC5)C(=O)OC)O)O)C)O,COc1cc(C2OCC3C(CCc4cc(O[C@@H]5OC(CO)[C@@H](O)[C@H](O)C5O)cc(C)c4O)OCC23)ccc1O,"['COc1cc(C2OCC3C(CCc4cc(O[C@@H]5OC(CO)[C@@H](O)[C@H](O)C5O)cc(C)c4O)OCC23)ccc1O', 'COc1cc([C@H]2OC[C@@H]3[C@H](CCc4cc(O)c(OC5O[C@H](C)[C@H](O)[C@@H](O)[C@H]5O)c(OC)c4)[C@@H]3CO2)ccc1O', 'COc1cc([C@@H]2OC[C@H]3[C@H](CO[C@@H]4O[C@H](COc5cc(O)c(C)c(OC)c5)[C@@H](O)[C@H](O)[C@H]4O)C[C@H]32)ccc1O', 'COc1cc([C@@H]2OC[C@H]2Cc2cc(O)c([C@H]3C[C@H]3CCO[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)c(O)c2)ccc1O', 'COc1cc([C@H]2OC[C@H]2CCOc2cc(OC)c3c(c2)O[C@H](CO[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@H]2O)C3)ccc1O']"
bad_low_mist_low_tanimoto,shard_034,MassSpecGymID0396615,LXWHYNUADVIAPT,0.0,0.0,0.078125,0.0948275849223136,0.0909090936183929,1,100,42.195096254348755,C1=CC=C(C=C1)CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)OC2C(C(C(OC2O)CO)O)O)O)O,CC(=O)NC1CCCCOC(=O)C2CCC(C)C2N(O)CCCC(N)C(=O)C(N)CCCC(N)C(=O)OCCC(C)=CC(=O)C=C1O,"['CC(=O)NC1CCCCOC(=O)C2CCC(C)C2N(O)CCCC(N)C(=O)C(N)CCCC(N)C(=O)OCCC(C)=CC(=O)C=C1O', 'CC(=O)N[C@@H]1CCC(N)C(=O)OCC/C(N)=C/C(=O)C/C(C)=C/C=C(C)CCN(O)CCOC1=O', 'CC(=O)N[C@H]1CCCN([NH3+])C(=O)C/C(C)=C/COC(=O)CCCN(O)C(=O)[C@@H](N)CCOC1=O', 'CC(=O)N[C@H]1CCCC(C)=CC(=O)N(O)C1=O', 'CC(=O)NC1CCC(N)C(=O)OCCOC(=O)CCC[C@@H]1NC(C)=O']"
bad_low_mist_low_tanimoto,shard_013,MassSpecGymID0205789,FMGBXCVXVTZSMS,0.0,0.0,0.0625,0.0874999985098838,0.0923076942563057,7,100,16.418224811553955,C1CCN(CC1)C2CCN(CC2)C(=O)C3CCN(CC3)C4=CN=CN=C4N5CCCCC5,CCCCC(=O)c1cc(N(C)C=C=NC(C)C)nc(N(C)C(CCC)=C(N)C=NC(C)C)c1,"['CCCCC(=O)c1cc(N(C)C=C=NC(C)C)nc(N(C)C(CCC)=C(N)C=NC(C)C)c1', 'CCC=NN(C)c1cc(NC)nc(C(=O)C(C)C(C)C)c1', 'CCCN(C)c1cc(C=NC(C)C)ccn1', 'CC=NN=CC(=O)C=CN(CCC)c1cc(C(C)C(C)C)cc(N(C)C(C)N=C(C)C)n1', 'CCCC(C)=Nc1nccc(N=CN(C=O)CCC)cc(N(C)CCC)cc(C(C)C)n1']"
bad_high_mist_but_no_exact,shard_006,MassSpecGymID0083097,ODTQUKVFOLFLIQ,0.0,0.0,0.2272727340459823,0.2272727340459823,0.875,10,48,3.0736565589904785,CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,CCP(=O)(OC(C)C(C)COPOC)OC(C)(C)COC,"['CCP(=O)(OC(C)C(C)COPOC)OC(C)(C)COC', 'CCCC(C)OC[PH](=O)OP(=O)(COC(C)CCC)OC', 'CC(C)OC[PH](=O)OC(C)C(C)CCO[PH](=O)OC(C)C', 'CCCC(C)OP(=O)(O)OOC(OPCC(C)C)C(C)C', 'CCCC(C)O[PH](=O)CC(C)O[PH](=O)(=O)OC(C)CCC']"
bad_high_mist_but_no_exact,shard_006,MassSpecGymID0083096,ODTQUKVFOLFLIQ,0.0,0.0,0.2432432472705841,0.2432432472705841,0.875,10,64,4.426191329956055,CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,CCC(CC)OCP(=O)(CP(=O)(O)OC(CC)CC)OC,"['CCC(CC)OCP(=O)(CP(=O)(O)OC(CC)CC)OC', 'CCCC(C)OP(=O)(OC(C)CCC)OP(COC)OC', 'CCCC(C)OP(=O)(OOP(CC)COC)OC(C)CC', 'COC(OC=[PH2]C)P(=O)(OCCC(C)C)OCOC(C)C', 'CC(C)OC[PH](C)(C)OOCOCC(=O)COC(C)CP']"
bad_high_mist_but_no_exact,shard_010,MassSpecGymID0193517,HYLKKEXCEIKCIN,0.0,0.0,0.2366412281990051,0.2538461685180664,0.800000011920929,0,100,27.567148447036743,C[C@]12CC[C@H]3[C@@]4([C@@]1(CCC5[C@@]2(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)[C@H](O4)[C@@H]1[C@H](O3)C(O1)(C)C,C=C(C)c1cc2[nH]c3c4c2c(c1Cl)[C@H]1O[C@H](CC4)[C@@H]3CC[C@@]2(C)[C@@H]3[C@H](O)[C@@H]4O[C@@]42[C@H]2O[C@H](C)O[C@]2(C)[C@@H]2C[C@H]1[C@@]3(C(=C)C)O2,"['C=C(C)c1cc2[nH]c3c4c2c(c1Cl)[C@H]1O[C@H](CC4)[C@@H]3CC[C@@]2(C)[C@@H]3[C@H](O)[C@@H]4O[C@@]42[C@H]2O[C@H](C)O[C@]2(C)[C@@H]2C[C@H]1[C@@]3(C(=C)C)O2', 'C=CC(C)(C)O[C@]12CO[C@@H]3c4c(c(Cl)cc5[nH]c6c(c45)CC[C@@]4(C)[C@@H](C(=C)C)O[C@H]5OC61CC[C@]54O)C[C@](C)(O)CC[C@@H]32', 'C=C(C)[C@H]1OC[C@]23[C@@H](CC[C@]4(C)c5[nH]c6cc(O)c(Cl)cc6c5CC(=C)[C@]24O)[C@@]2(O)CC[C@H]1[C@]31[C@@H](C(C)C)C[C@H]3O[C@H]3O[C@@H]21', 'C=C1CCC2OC34CC3C3C(C(=C)C)OC3C(C)(CCC3OC3(C)C)CCC4C(O)C2(O)OCc2c1[nH]c1cc(C)c(Cl)cc21', 'C=C1CC2=c3c([nH]c4cccc(Cl)c34)=C2C[C@]2(O)CCC3[C@@H](CC4O[C@@H](C(=C)C)C5[C@H](C)CC[C@@H]5[C@@H]4O[C@H]12)OC1C(C)(C)O[C@]31C']"
bad_high_mist_but_no_exact,shard_022,MassSpecGymID0235338,LHHCSNFAOIFYRV,0.0,0.0,0.2659574449062347,0.2659574449062347,0.9672130942344666,10,61,11.780835151672363,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,CC1CCC2C(N)CCCC1N1CCN(C(=O)C(=O)C(N)=O)C([C@@H](C(=O)C(=O)NC(C)(C)C)C1)C2(C)C,"['CC1CCC2C(N)CCCC1N1CCN(C(=O)C(=O)C(N)=O)C([C@@H](C(=O)C(=O)NC(C)(C)C)C1)C2(C)C', 'CC(=O)C(=O)C(=O)CC[C@@H](NC(=O)N1CCCCC1C(=NNC(C)(C)C)C(N)=O)C1CCCC1C(C)C', 'CC(=O)NN(NO)[C@@H](C(=O)N1CCCC(CCCC(=O)C(N)=O)CC1)C1CCCC[C@@H]2[C@@H]3[C@H]1[C@H]3C2(C)C', 'CC(C)(C)C(CC(C(=O)C1CCCC1)N1CCCC1NN)C(=O)N1CCC(C)(C)C1C(=O)C(=O)C(N)=O', 'CC(C)(C)NC(NO)=C(N)C[C@@H]1C2CCC1C(C)(C)C1CC(C(=O)CCC2=O)C1CCNC(=O)C(N)=O']"
bad_high_mist_but_no_exact,shard_000,MassSpecGymID0001465,JDUWHZOLEDOQSR,0.0,0.0,0.2556391060352325,0.2748091518878937,0.954023003578186,0,100,30.662332773208615,CC(=C)[C@@H]1[C@@H]([C@@H]2[C@@]3(O2)[C@@H](O1)CC[C@]4([C@]3(CC[C@@H]5[C@@]4(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)C)O,C=C(C)O[C@H]1Cc2c3[nH]c4cc(O)cc(Cl)c2[C@H]3OC[C@]2(O)[C@H]3CC[C@@]4(C1)[C@]2(C)CCC[C@]12[C@H](C[C@@H]31)[C@H](C)O[C@H](C(=C)C)[C@@H]2O,"['C=C(C)O[C@H]1Cc2c3[nH]c4cc(O)cc(Cl)c2[C@H]3OC[C@]2(O)[C@H]3CC[C@@]4(C1)[C@]2(C)CCC[C@]12[C@H](C[C@@H]31)[C@H](C)O[C@H](C(=C)C)[C@@H]2O', 'C=C1CCC1[C@@]1(O)CCc2c3cc(Cl)cc[nH]c4c2C(O)[C@@]2(C)CC[C@H]5[C@@H](C(=C)C)O[C@@H]6O[C@]6([C@@H]6C[C@@H]6[C@@]5(C)[C@@H]2CO4)[C@@]31O', 'C=C(C)[C@@]12OC[C@H]3OC4OC5C3[C@@]1(C)CC[C@@H]1O[C@H]5CC3C(C)(C)OC1[C@H](O)[C@H]1c5[nH]c6cc2cc(Cl)c6c5CC1C43C', 'C=C(C)Oc1c(Cl)cc2[nH]c3c4c(c1-2)C3(C)OC1C2CC(C42)C2C3CC2C2(CCC(=C)C3O2)C2OC(C)(C)C(O)C12O', 'C=C(C)[C@H]1O[C@@H](O)C2(C)c3[nH]c4ccc(Cl)cc4c3[C@H]3O[C@H](c4coc5c4C[C@@H]4[C@H]6CC[C@H](CC3C4(C)C)[C@@]5(O)[C@@H]6O)[C@@]12C']"
bad_high_mist_but_no_exact,shard_006,MassSpecGymID0083095,ODTQUKVFOLFLIQ,0.0,0.0,0.2777777910232544,0.2777777910232544,0.875,10,64,4.1458353996276855,CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,CC(C)OCP(=O)(CO)CC(C)OP(C)(=O)COC(C)C,"['CC(C)OCP(=O)(CO)CC(C)OP(C)(=O)COC(C)C', 'CCP(=O)(CO)CC(C)OCOC(C)CP(=O)(CC)CO', 'CCC(C)OCP(=O)(CCOCCO[PH2]=O)OC(C)CC', 'CCCC(C)P(COP(=O)(COC(C)CC)OOC)OC', 'CCCC(C)OCOP(=O)(OC)P(C)OOC(C)CCC']"
