target_inchi_key,spectra,exact_top1,exact_top10,tanimoto_top10,mist_tanimoto,formula_success,bad_low_tanimoto_share,first_smiles,chem_class,cluster,tsne_x,tsne_y,pca_x,pca_y,mol_wt,exact_mol_wt,heavy_atoms,hetero_atoms,hetero_ratio,n_count,o_count,s_count,p_count,halogen_count,ring_count,aromatic_ring_count,aliphatic_ring_count,max_ring_size,macrocycle_count,rotatable_bonds,hba,hbd,tpsa,logp,fraction_csp3,chiral_centers,amide_count,ester_count,carboxyl_count,ether_count,hydroxyl_count,sulfonamide_count,phosphate_count,bertz_complexity,scaffold_heavy_atoms,scaffold_ring_count
HZMMMVGQXDUITB,10,0.0,0.0,0.4007486909627914,0.6291179299354553,1.0,1.0,C1=C(C=C(C(=C1Cl)OCCNC(=O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)Cl)Cl,other_midsize,3,-24.705227,2.724949,-0.06667691,0.42075485,573.8390000000003,572.0302177359999,35,16,0.45714285714285713,4,8,1,0,3,1,1,0,6,0,14,8,6,197.15,1.3460999999999994,0.42105263157894735,2,3,0,2,1,2,0,0,929.6679424733517,6,1
HZUURLOSYMEMET,1,0.0,0.0,0.761904776096344,0.7058823704719543,1.0,0.0,CC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(CO3)O)O)O)OCCC4=CC(=C(C=C4)O)O)CO)OC(=O)/C=C/C5=CC(=C(C=C5)O)O)O)O)O,glycoside_or_sugar_rich,6,-35.022125,-51.492393,-3.4656053,-2.6467094,756.7070000000007,756.247679188,53,19,0.3584905660377358,0,19,0,0,0,5,2,3,6,0,12,19,11,304.21,-2.5525999999999947,0.5588235294117647,14,0,1,0,7,11,0,0,1555.7723000437786,40,5
HZXZTAAZILWOMG,1,0.0,0.0,0.328947365283966,0.4027777910232544,1.0,1.0,COC1=CC=C(C=C1)C2=C3C(=CN=C2)C=CC(=N3)C(=O)NCCCN4C=CN=C4,aromatic_rich_polycycle,0,25.935104,-24.993519,0.89461756,-1.2561665,387.44300000000015,387.1695249120001,29,7,0.2413793103448276,5,2,0,0,0,4,4,0,6,0,7,5,1,81.92999999999999,3.322000000000001,0.18181818181818182,0,1,0,0,1,0,0,0,1107.9777588634056,27,4
IAIDUHCBNLFXEF,3,1.0,1.0,1.0,0.8816993435223898,1.0,0.0,C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N2C[C@H](C[C@H]2C(=O)O)SC3=CC=CC=C3,other_midsize,11,-7.6419864,15.46459,-0.28848764,1.4311372,429.56300000000016,429.10685021599994,29,7,0.2413793103448276,1,4,2,0,0,3,2,1,6,0,7,5,1,74.68,4.042500000000003,0.3181818181818182,3,1,0,1,0,1,0,0,859.63069000433,25,3
IAKXQSXIROMSCB,3,0.0,0.0,0.2638888905445735,0.2936152269442876,1.0,1.0,CN(C)C(CNC(=O)NCC1=CC=CS1)C2=CSC=C2,small_heteroaromatic,11,-0.4720986,9.215631,-0.17684367,0.67267436,309.46000000000004,309.096954228,20,6,0.3,3,1,2,0,0,2,2,0,5,0,6,4,2,44.370000000000005,2.9117000000000015,0.35714285714285715,1,2,0,0,0,0,0,0,508.5261126686638,17,2
IAONIGCHXNWXRN,21,0.0,0.0,0.33637197954314096,0.5367281053747449,0.6666666666666666,0.9523809523809523,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)NC(CCSC)C(=O)N4CCC5=C(C4)C6=C(N5)C=CC(=C6)OC)OC)OC)OC,other_midsize,9,8.285119,-68.89695,-0.30924305,-0.7936026,700.8580000000003,700.2930707480001,50,12,0.24,4,7,1,0,0,6,4,2,7,0,11,9,3,131.22000000000003,5.471400000000005,0.39473684210526316,2,2,0,0,4,0,0,0,1994.7470790223776,34,6
IBEWMFVUBLAYJT,3,0.0,0.0,0.22294891377290085,0.28626965483029676,1.0,1.0,C1CN(CCN1CCO)C2=NC(=O)/C(=C/C3=CC=C(C=C3)C4=CC=CC=C4)/S2,small_heteroaromatic,11,3.980334,36.133175,0.44893715,0.8953547,393.5120000000001,393.151097976,28,6,0.21428571428571427,3,2,1,0,0,4,2,2,6,0,4,5,1,56.14,2.9338000000000015,0.2727272727272727,0,0,0,0,0,1,0,0,885.7577015448378,25,4
IBEYJQJIGQZOKV,3,0.0,0.0,0.1796340743700663,0.1993458916743596,1.0,1.0,CC(C)(C)NC(=O)CN1N=C(N=N1)C2=CC=C(C=C2)OCC3=CC=C(C=C3)C(=O)OC,aromatic_rich_polycycle,0,16.793966,-14.126491,0.6570195,-0.7369087,423.47300000000024,423.19065427999993,31,9,0.2903225806451613,5,4,0,0,0,3,3,0,6,0,7,7,1,108.23,2.620400000000001,0.3181818181818182,0,1,1,0,2,0,0,0,1037.0132627294133,19,3
IBIVMVYONZXLHC,2,0.0,0.0,0.37925373017787933,0.5142364203929901,1.0,1.0,CS(=O)(=O)C1=C2CCCCCC2=CC(=N1)C3=NC(=C4CCCCCC4=C3)S(=O)(=O)C,polycyclic_aliphatic_like,2,9.504456,15.486707,0.7298917,-0.46741953,448.6100000000003,448.149049376,30,8,0.26666666666666666,2,4,2,0,0,4,2,2,7,0,3,6,0,94.06,3.488400000000003,0.5454545454545454,0,0,0,0,0,0,0,0,1106.6287221035675,22,4
IBKZACHZXMCFFG,28,0.0,0.0,0.5996930301189423,0.6418278685637883,0.4642857142857143,0.03571428571428571,CC1=C(C2=C(C(=C1O)O)C(=O)C(=C(C2=O)SC3C(C(C(C(O3)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)SC4C(C(C(C(O4)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)O,glycoside_or_sugar_rich,1,-31.175932,-21.987566,-1.926098,-0.46947512,944.8920000000003,944.1714796680002,64,25,0.390625,0,23,2,0,0,4,1,3,6,0,14,25,3,323.68999999999994,1.3350200000000019,0.5384615384615384,10,0,8,0,10,3,0,0,2000.669803129091,26,4
IBSXCRQLMJKTBF,4,0.0,0.0,0.35927193611860275,0.7852497398853302,0.5,1.0,CC1=CC2=C(C=C1C)N(C(C3=C2C4(C(=C(S3)C(=O)OC)C(=O)OC)SC(=C(S4)C(=O)OC)C(=O)OC)(C)C)C(=O)C5=CC6=C(C=C5)OCO6,other_midsize,1,-12.780028,-24.455969,-0.5973436,-0.5620988,725.8190000000001,725.1059238119999,49,15,0.30612244897959184,1,11,3,0,0,6,2,4,6,0,5,14,0,143.97,5.2630400000000055,0.3235294117647059,0,1,4,0,6,0,0,0,1948.6076876267075,29,6
ICECVTFTHRPNOE,3,0.0,0.0,0.2930402954419454,0.32581453522046405,1.0,1.0,CC1=CC(=CC(=C1C2=CSC(=N2)NC(=O)C3=CC=NC=C3)C)SC4=NC=C(N=C4)OCCOC,aromatic_rich_polycycle,0,21.308878,-24.152002,1.212512,-1.0577658,493.61400000000026,493.124231596,34,10,0.29411764705882354,5,3,2,0,0,4,4,0,6,0,9,9,1,99.12000000000002,5.040640000000003,0.20833333333333334,0,1,0,0,2,0,0,0,1240.3558969174019,27,4
ICIIUZVGRRIKHJ,3,0.0,0.0,0.2843716740608215,0.3862713476022084,1.0,1.0,C/C=C(\C)/C(=O)OC1C[C@@]2([C@@H](O2)/C=C\[C@@]3([C@H](O3)[C@@H]4C1=C(C(=O)O4)COC(=O)C)C)COC(=O)C,other_macrocycle,1,-41.1606,-9.447185,-1.8914806,0.7067958,476.4780000000004,476.16824709599985,34,10,0.29411764705882354,0,10,0,0,0,4,0,4,10,1,6,10,0,130.26000000000002,1.4675999999999996,0.5833333333333334,6,0,4,0,6,0,0,0,1022.771056103639,16,4
ICRQWLLPESJOOB,2,0.5,0.5,0.739130437374115,0.6751511991024017,1.0,0.5,C1COCCN1S(=O)(=O)C2=C(C=CN=C2)NC3=CC=CC(=C3)C(F)(F)F,small_heteroaromatic,2,34.62075,39.885365,1.6819472,-0.4812186,387.38300000000004,387.086447032,26,10,0.38461538461538464,3,3,1,0,3,3,2,1,6,0,4,5,1,71.53,2.8649000000000013,0.3125,0,0,0,0,1,0,1,0,881.5489735509555,22,3
ICZPANLPYRTVSF,3,0.6666666666666666,0.6666666666666666,0.7297297318776449,0.5758812675873438,1.0,0.3333333333333333,CCOC(=O)C1=CC2=C(C=C(C=C2)C(C(F)(F)F)(F)F)N=C(C1)N,small_heteroaromatic,0,1.7737242,-9.708252,0.35913938,-0.05815767,348.2710000000001,348.0897187560001,24,9,0.375,2,2,0,0,5,2,1,1,7,0,3,4,1,64.67999999999999,3.6796000000000015,0.3333333333333333,0,0,1,0,1,0,0,0,723.0648630525395,11,2
IDGNCVHQDDOPND,2,0.0,0.0,0.5034482628107071,0.6504219472408295,1.0,0.5,CCC1=CC2=C(C=C1C3=CN(N=C3)CC(=O)N(C)C)C(C4=C(C2=O)C5=C(N4)C=C(C=C5)C#N)(C)C,aromatic_rich_polycycle,11,-16.658154,42.763935,0.26012015,0.2521836,465.55700000000024,465.21647510400004,35,7,0.2,5,2,0,0,0,5,4,1,6,0,4,4,1,94.78,4.423980000000004,0.2857142857142857,0,1,0,0,0,0,0,0,1562.195651235316,23,5
IDMMHVLXKOFIIR,2,1.0,1.0,1.0,0.9777777791023254,1.0,0.0,CCOC(=O)C1=C(SC(=C1C)C(=O)OCC)NC(=O)C=CC2=CC=CC=C2,small_heteroaromatic,11,1.3858945,-7.9042974,-0.28686666,0.43655106,387.45700000000005,387.114043772,27,7,0.25925925925925924,1,5,1,0,0,2,2,0,6,0,7,6,1,81.70000000000002,4.061820000000003,0.25,0,1,2,0,2,0,0,0,854.7570670375526,16,2
IDUYJRXRDSPPRC,2,1.0,1.0,1.0,0.991525411605835,1.0,0.0,C1=CC(=CC=C1C2=CN=C(C=C2)C([C@](CN3C=NN=N3)(C4=C(C=C(C=C4)F)F)O)(F)F)OCC(F)(F)F,aromatic_rich_polycycle,2,43.968204,21.397858,1.1562157,-1.4118067,527.4000000000001,527.1192222919999,37,14,0.3783783783783784,5,2,0,0,7,4,4,0,6,0,8,6,1,85.95,4.634200000000002,0.21739130434782608,1,0,0,0,1,1,0,0,1347.6701232086689,26,4
IDXKJSSOUXWLDB,3,0.3333333333333333,0.3333333333333333,0.7344173590342203,0.8102680444717407,1.0,0.0,CCOC1=CC(=O)NC=C1C2=CC(=C(C=C2)CC(=O)NC3=NOC(=C3)C(C)(C)C(F)(F)F)F,aromatic_rich_polycycle,0,34.75019,-11.610346,0.8045458,-0.8749584,467.4190000000001,467.14681903200005,33,11,0.3333333333333333,3,4,0,0,4,3,3,0,6,0,7,5,2,97.22,4.5888000000000035,0.3181818181818182,0,1,0,0,1,0,0,0,1214.8353840353811,22,3
IDZASIQMRGPBCQ,3,0.0,0.0,0.3480662405490875,0.4007236262162526,1.0,1.0,CCCCN1CCCC1CNC(=O)C2=C(C3=CC=CC=C3C(=C2)C#N)OC,small_heteroaromatic,8,-5.8148055,11.554901,0.103636704,0.39635384,365.4770000000001,365.210327104,27,5,0.18518518518518517,3,2,0,0,0,3,2,1,6,0,7,4,1,65.36,3.714380000000002,0.45454545454545453,1,1,0,0,1,0,0,0,856.4920919189312,19,3
IENZQIKPVFGBNW,19,0.0,0.0,0.3548456830413718,0.40654754952380534,1.0,0.6842105263157895,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,aromatic_rich_polycycle,8,9.796756,-44.496674,0.72393167,-0.9149182,383.4080000000001,383.159354152,28,9,0.32142857142857145,5,4,0,0,0,4,3,1,6,0,4,8,1,106.95000000000002,1.7845999999999995,0.3157894736842105,0,1,0,0,2,0,0,0,997.2266742298813,23,4
IEQTVHJLWRGNIY,3,0.0,0.0,0.3574634790420532,0.43906189997990924,1.0,1.0,C[C@H]1C[C@]2([C@H]([C@H]1OC(=O)C3=CC=CC=C3)[C@H]([C@@]4(C[C@@]5([C@H]([C@@]4([C@H]2OC(=O)C)C)CC(C5=O)(C)C)OC(=O)C)C)OC(=O)C)O,polycyclic_aliphatic_like,1,-50.03967,-11.403647,-1.9667943,0.90844333,598.6890000000004,598.2777975439999,43,10,0.23255813953488372,0,10,0,0,0,5,1,4,6,0,5,10,1,142.5,3.809500000000003,0.6666666666666666,10,0,4,0,4,1,0,0,1370.6508186098445,25,5
IEWHPTFFMRBBPQ,1,0.0,0.0,0.7971014380455017,0.9180327653884888,1.0,0.0,CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC(C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)C)[C@@H](C)CC)CC(C)C)CC2=CC=CC=C2)[C@@H](C)CC)CCCCN)C(C)C,cyclic_peptide_like,7,-46.20196,22.788704,-1.1733111,2.492095,898.2039999999993,897.6051604879999,64,17,0.265625,9,8,0,0,0,2,1,1,24,1,15,9,9,258.82,2.1104,0.7021276595744681,11,8,0,0,0,0,0,0,1709.45665542417,39,2
IFFBQMRDVLQSPU,2,0.0,0.0,0.13747482746839518,0.1282051354646682,1.0,1.0,CC=C1CN2[C@H]3C[C@@H]1C4([C@@H]2CC5([C@@H]3N(C6=CC=CC=C65)C)[C@@H]4OC(=O)C7=CC(=C(C(=C7)OC)OC)OC)C(=O)OC,polycyclic_aliphatic_like,8,-7.810567,-36.251904,-0.4607441,-0.31876156,560.6470000000004,560.2522514919998,41,9,0.21951219512195122,2,7,0,0,0,8,2,6,7,0,6,9,0,86.77000000000002,3.589900000000002,0.5,8,0,2,0,5,0,0,0,1463.134982055276,29,8
IFFDZLRWLNUFOX,3,0.0,0.0,0.3554767270882924,0.3743426899115245,1.0,1.0,CC(C)C1C(C(C2C1(CCC3(C2(CC=C4C3CCC5C4(CC(C(C5(C)C)OC6C(C(C(C(O6)CO)O)O)O)OC(=O)C)C)C)C)C)O)O,glycoside_or_sugar_rich,5,-45.659065,-39.047867,-3.6287198,-0.66849774,678.9040000000002,678.4342981839999,48,10,0.20833333333333334,0,10,0,0,0,6,0,6,6,0,5,10,6,166.14,3.3322000000000047,0.9210526315789473,17,0,1,0,3,6,0,0,1281.7504737133481,28,6
IFGIBLYPDSUQFQ,3,0.0,0.0,0.20621184508005774,0.29683691263198847,1.0,1.0,CC1=CC(=O)C(=CN1CC(=O)N2CCC(=CC2)C3=CNC4=CC=CC=C43)OC,aromatic_rich_polycycle,8,-2.0820906,-38.44982,0.1527724,-0.04488067,377.4440000000001,377.17394159599996,28,6,0.21428571428571427,3,3,0,0,0,4,3,1,6,0,4,3,1,67.33,2.9625200000000014,0.2727272727272727,0,1,0,0,1,0,0,0,1123.5025594455367,25,4
IFOIINXSFCQLOV,3,0.0,0.0,0.30409990251064295,0.3699344793955485,1.0,1.0,CC(=O)NC1=CC2=C(CN3C(=CC(=N3)C4=CC=CC=C4OC)CO2)C=C1,aromatic_rich_polycycle,8,4.4908032,-34.457657,0.37940276,-0.84803224,349.39000000000016,349.14264146799997,26,6,0.23076923076923078,3,3,0,0,0,4,3,1,7,0,3,4,1,65.38000000000001,3.4578000000000015,0.2,0,1,0,0,2,0,0,0,978.1827962943365,20,4
IFPPYSWJNWHOLQ,3,0.3333333333333333,0.3333333333333333,0.8287547826766968,0.977959930896759,1.0,0.0,CCN(CC)CCOC1=CC=C(C=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl,aromatic_rich_polycycle,2,33.475662,-20.574152,1.4091802,-0.9244414,512.4410000000003,511.15418046400004,35,9,0.2571428571428571,5,2,0,0,2,4,4,0,6,0,9,6,1,72.28,5.766500000000005,0.2692307692307692,0,0,0,0,1,0,0,0,1365.1392294608422,24,4
IFSDAJWBUCMOAH,3,0.3333333333333333,0.6666666666666666,0.8493179877599081,0.8773411909739176,1.0,0.0,CC[C@@H](C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,aromatic_rich_polycycle,11,7.6055565,53.75546,1.1827528,0.7270713,415.4320000000001,415.1556864160001,31,9,0.2903225806451613,7,1,0,0,1,5,5,0,6,0,5,6,2,101.38000000000001,3.7543000000000006,0.13636363636363635,1,0,0,0,0,0,0,0,1445.28719755954,28,5
IGCUKXKGPLNRAV,3,0.0,0.0,0.2814213236172994,0.3989342451095581,1.0,1.0,CC1=CC(=C(C=C1)C)N2CCN(CC2)C(=O)C3CCN(CC3)C4=NC(=NS4)NC(=O)C,polycyclic_aliphatic_like,4,11.742861,7.437218,0.81190133,-0.32135567,442.58900000000017,442.2150952,31,9,0.2903225806451613,6,2,1,0,0,4,2,2,6,0,4,7,1,81.66999999999999,2.67854,0.5454545454545454,0,2,0,0,0,0,0,0,945.2278131804961,25,4
IGPSCQDNVKUGLW,3,0.0,0.0,0.6864428917566935,0.7619701822598776,1.0,0.0,CC(=O)C1=C(C=C(C(=C1O)C2CCN(CC2OC(=O)C)C)OC)OC,small_heteroaromatic,8,6.4730334,-39.165554,-0.70616883,-0.75691694,351.3990000000001,351.16818751999995,25,7,0.28,1,6,0,0,0,2,1,1,6,0,5,7,1,85.30000000000001,1.9627999999999997,0.5555555555555556,2,0,1,0,3,1,0,0,672.020403340723,12,2
IGQSSJMCEJLHAO,1,0.0,0.0,0.91304349899292,0.8101266026496887,0.0,0.0,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OCCC3=CC(=C(C=C3)O)O)CO)OC(=O)/C=C/C4=CC(=C(C=C4)O)O)OC5[C@@H]([C@@H]([C@H]([C@@H](O5)C)O)O)O)O)O)O,glycoside_or_sugar_rich,6,-35.6879,-52.189064,-3.4268982,-2.5440285,770.7340000000008,770.2633292520002,54,19,0.35185185185185186,0,19,0,0,0,5,2,3,6,0,12,19,11,304.21,-2.1640999999999986,0.5714285714285714,15,0,1,0,7,11,0,0,1589.5327940302652,40,5
IGWVYCNDUVLPNF,3,0.0,0.0,0.2934565444787343,0.332468181848526,1.0,1.0,CN(CC1CN(C1)C2=C3C=CSC3=NC=N2)C(=O)C4CC4,polycyclic_aliphatic_like,4,10.030898,5.0195146,0.26284695,0.18156806,302.40300000000013,302.120132196,21,6,0.2857142857142857,4,1,1,0,0,4,2,2,6,0,4,5,0,49.330000000000005,1.9959,0.5333333333333333,0,1,0,0,0,0,0,0,675.1183835968681,20,4
IGXAOFNNKAUXCJ,4,0.25,0.25,0.6384976282715797,0.6639124974608421,1.0,0.25,C[C@H]1CN(CCN1CC2=NC3=C(N2C[C@@H]4CCO4)C=C(C=C3)C(=O)O)C5=NC(=CC=C5)OCC6=C(C=C(C=C6)Cl)F,other_midsize,4,24.368866,10.100213,0.8482325,-0.32498032,580.0600000000003,579.204860372,41,11,0.2682926829268293,5,4,0,0,2,6,4,2,6,0,9,7,1,92.95,5.000600000000005,0.36666666666666664,2,0,0,1,2,1,0,0,1576.0253235717098,35,6
IHNQVQDDPUBUQF,4,0.0,0.0,0.4727698415517807,0.48321566358208656,1.0,0.5,CCCN1CCN(CC1)C2=NC3=C(C=C(C=C3)NS(=O)(=O)C4=C(C=CC(=C4)F)F)C(=C2)C(=O)O,aromatic_rich_polycycle,0,32.884197,15.617199,1.2211335,-0.2695362,490.5320000000002,490.1486326879999,34,11,0.3235294117647059,4,4,1,0,2,4,3,1,6,0,7,6,2,102.83999999999999,3.5440000000000023,0.30434782608695654,0,0,0,1,0,1,1,0,1342.2946981818795,26,4
IIDCKYCYHXLPEK,3,0.0,0.0,0.2207191834847132,0.24165874222914374,1.0,1.0,CC1=CC(=C(C(=C1C)S(=O)(=O)NC2=CC=C(C=C2)C(=O)NCC3=CC=CC=N3)C)C,aromatic_rich_polycycle,0,27.104832,-5.938236,1.3725803,-0.008821289,423.5380000000002,423.16166266000005,30,7,0.23333333333333334,3,3,1,0,0,3,3,0,6,0,6,4,2,88.16,4.0460800000000035,0.21739130434782608,0,1,0,0,0,0,1,0,1146.3152476365058,26,3
IIDSDBBDZNDWCN,4,0.25,0.5,0.7054622694849968,0.7321328744292259,1.0,0.25,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC2=CC(=C(C=C2)OC)OC)C3=CC(=CC=C3)N,other_midsize,8,-5.4941416,-42.652992,-0.110278845,-0.112411715,524.6580000000001,524.288637,38,8,0.21052631578947367,2,6,0,0,0,3,2,1,6,0,11,7,1,108.16000000000001,4.889500000000004,0.5,2,1,1,0,3,0,0,0,1145.3130329655705,24,3
IIENSJWVEKJWAJ,4,0.0,0.0,0.14141783863306043,0.130081295967102,1.0,1.0,CCCCCCCCCCCCCCCC(=O)O[C@@]12C[C@H]([C@@]3([C@@H]4C=C(C(=O)[C@]4([C@@H]([C@]([C@H]([C@H]3[C@@H]1C2(C)C)O)(CO)O)O)O)C)O)C,glycoside_or_sugar_rich,3,-59.295033,-4.036616,-2.4159634,0.70798516,636.8670000000004,636.4237334999999,45,9,0.2,0,9,0,0,0,4,0,4,7,0,16,9,6,164.75,4.127900000000006,0.8888888888888888,10,0,1,0,1,6,0,0,1104.083223413341,16,4
IIUWCHJZJFSKMD,8,0.0,0.0,0.26402146741747856,0.30585567280650133,0.125,1.0,C[C@H]1/C=C/C([C@@H]([C@@H]([C@H](C(=C)[C@@H]([C@H]2[C@H]([C@](C[C@@]2(C1=O)O)(C)O)OC(=O)C)OC(=O)C(C)C)OC(=O)C3=CC=CC=C3)OC(=O)C)OC(=O)C)(C)C,other_macrocycle,1,-52.55817,-11.915956,-1.9339037,1.4951671,700.7780000000002,700.3094915959999,50,13,0.26,0,13,0,0,0,3,1,2,12,1,7,13,2,189.03,3.4343000000000012,0.5675675675675675,9,0,5,0,5,2,0,0,1524.4842002084522,26,3
IIWKLAHNKXXKAJ,5,0.0,0.0,0.23446221649646753,0.22961974442005154,1.0,1.0,COC1=C(C=C(C=C1)C2C(OC3=C(O2)C=CC(=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,aromatic_rich_polycycle,8,-21.847912,-32.022728,-1.5917839,-1.1793187,482.4410000000002,482.1212969039998,35,10,0.2857142857142857,0,10,0,0,0,5,3,2,6,0,4,10,5,155.14000000000001,2.362700000000002,0.24,4,0,0,0,4,5,0,0,1303.6452999441271,27,5
IJHAXMJRQQTBPL,3,0.0,0.0,0.17290724813938138,0.22425885498523704,1.0,1.0,CC1=C(N=CN=C1N2CCC(CC2)(C#N)C3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)CN,aromatic_rich_polycycle,0,-4.762818,4.0998335,0.76236963,0.5136059,426.52400000000017,426.216809452,32,7,0.21875,6,1,0,0,0,4,3,1,6,0,5,6,2,107.92999999999999,3.557800000000001,0.28,0,1,0,0,0,0,0,0,1129.343768413859,27,4
IJLXJWLRFCSMOC,1,0.0,0.0,0.5932203531265259,0.625,1.0,0.0,CCCCCC/C=C/CCCCCCCCCC(=O)OCC(COCCC(C(=O)[O-])[N+](C)(C)C)O,lipid_like_flexible,3,-29.548325,-2.3642251,-1.0940496,0.14851053,499.7330000000003,499.38728841599993,35,7,0.2,1,6,0,0,0,0,0,0,0,0,24,6,1,95.89,4.159400000000004,0.8571428571428571,2,0,1,0,2,1,0,0,558.1409824900977,0,0
IKBKZGMPCYNSLU,6,0.0,0.0,0.13037436952193573,0.19171059131622312,1.0,1.0,CCCCCN=C(N)N/N=C\C1=CNC2=C1C=C(C=C2)OC,small_heteroaromatic,8,-1.4322433,-25.952904,0.039697953,-0.745466,301.39400000000006,301.190260356,22,6,0.2727272727272727,5,1,0,0,0,2,2,0,6,0,7,3,3,87.79,2.6049000000000007,0.375,0,0,0,0,1,0,0,0,659.5999598961631,9,2
IKCXDZCEWZARFL,59,0.0,0.0,0.17386594427339097,0.19361813745256196,0.9830508474576272,1.0,CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)O,aromatic_rich_polycycle,11,0.8653072,-31.894852,0.3559084,-0.43622243,389.3670000000001,389.10117058000003,29,8,0.27586206896551724,3,5,0,0,0,3,3,0,6,0,7,7,1,114.55999999999999,4.004780000000003,0.047619047619047616,0,0,0,1,3,1,0,0,1105.220747430519,20,3
IKLGYJACVCXYIL,2,0.0,0.0,0.26047424226999283,0.2589671388268471,1.0,1.0,CC1=CC=C(C=C1)C2=C(N(C3=NC=NC(=C23)N)CCCO)C(=O)CF,aromatic_rich_polycycle,0,13.674018,-6.222246,0.3277002,-0.35037506,342.3740000000001,342.14920406799996,25,7,0.28,4,2,0,0,1,3,3,0,6,0,6,5,2,94.03,2.5235200000000004,0.2777777777777778,0,0,0,0,0,1,0,0,918.9659196537626,15,3
IKQRPFTXKQQLJF,10,0.0,0.0,0.363875025510788,0.4433638215065002,1.0,0.6,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCCC5)N(C)C)O,glycoside_or_sugar_rich,1,-20.828222,-49.13388,-0.7637534,0.9708859,527.5740000000003,527.226765016,38,11,0.2894736842105263,3,8,0,0,0,5,1,4,6,0,4,10,6,170.87000000000003,0.31320000000000175,0.5185185185185185,5,1,0,0,0,5,0,0,1292.9870763029269,29,5
ILHOWRNEZVJEER,3,0.6666666666666666,0.6666666666666666,0.895522395769755,0.8142174482345581,1.0,0.0,CC1=CC(=C(C=C1)C)CN2C(=O)N(C(=N2)C3CCN(CC3)S(=O)(=O)C)C4=CC=CS4,other_midsize,2,11.653546,22.27618,0.7435834,0.29929155,446.5980000000002,446.144632692,30,9,0.3,4,3,2,0,0,4,3,1,6,0,5,5,0,77.2,2.8996400000000015,0.42857142857142855,0,0,0,0,0,0,1,0,1201.6049020504788,24,4
ILQBTJWDTHYRJX,4,0.0,0.0,0.25388093292713165,0.2809735424816608,1.0,1.0,CC1=CC(=C(C=C1)CSC2=NC3=CC=CC=C3C4=NC(C(=O)N42)CC(=O)NCC5=CC=CS5)C,aromatic_rich_polycycle,11,-0.7825911,6.762304,0.2404174,0.46487036,488.63800000000026,488.134068008,34,8,0.23529411764705882,4,2,2,0,0,5,3,2,6,0,6,6,1,74.13,4.963340000000006,0.23076923076923078,1,2,0,0,0,0,0,0,1314.094632597346,32,5
IMIAGCONYJPMDY,6,0.0,0.0,0.42753451069196063,0.6892409225304922,1.0,1.0,C[C@H]1[C@@H](C(=O)O[C@H]2[C@@H]([C@@H]([C@]3([C@@H](C(=O)[C@@H]4[C@H]([C@@]3([C@@]2(C)O)O[C@]4(COC(=O)C5=C1N=CC=C5)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)C,other_macrocycle,1,-51.70436,-6.5442934,-1.7381763,0.44278133,761.7300000000001,761.253098916,54,18,0.3333333333333333,1,17,0,0,0,5,1,4,14,1,6,18,1,243.51999999999995,0.6709000000000054,0.6388888888888888,12,0,7,0,8,1,0,0,1790.8191859927883,28,5
IMJOKVCCAPZUEO,2,0.0,0.0,0.750124603509903,0.9655172228813172,1.0,0.0,CC[C@H](C)[C@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)NC(C(=O)N[C@@H](C(=O)N1)C)C(C)CC)CCCCN)C(C)C)[C@@H](C)CC)CC2=CC=CC=C2)CC(C)C,cyclic_peptide_like,7,-46.20196,22.788704,-1.1733111,2.492095,898.2039999999993,897.6051604879999,64,17,0.265625,9,8,0,0,0,2,1,1,24,1,15,9,9,258.82,2.1103999999999994,0.7021276595744681,11,8,0,0,0,0,0,0,1709.456655424171,39,2
