example_type,shard,spec_name,chem_class,cluster,exact_match_top10,tanimoto_top10,mist_tanimoto,formula_success,mol_wt,heavy_atoms,ring_count,max_ring_size,amide_count,ester_count,chiral_centers,target_smiles,proposal_smiles,top_prediction_smiles
worst_shard_low_tanimoto,shard_031,MassSpecGymID0376308,polycyclic_aliphatic_like,8,0.0,0.1052631586790084,0.1052631586790084,True,313.357,23,4,6,2,0,1,CN1C(=O)CC(C1=O)N2CCC3=C(C2)NC4=C3C=C(C=C4)OC,Cc1ccc(NC(=O)C(OCNC(N)=O)c2ccccc2)cc1,"['Cc1ccc(NC(=O)C(OCNC(N)=O)c2ccccc2)cc1', 'Cc1ccc(NC(=O)C(NCOC(N)=O)c2ccccc2)cc1', 'Cc1ccc(NC(=O)C(ONCC(N)=O)c2ccccc2)cc1', 'Cc1ccc(NC(=O)C(CC(=O)ONN)c2ccccc2)cc1', 'Cc1ccc(NC(=O)C(C)ONC(=O)Nc2ccccc2)cc1']"
worst_shard_low_tanimoto,shard_033,MassSpecGymID0383408,other_macrocycle,8,0.0,0.105882354080677,0.1546391695737838,False,899.0499999999997,62,7,18,0,0,2,CC1C2=CC(=C(C=C2CCN1S(=O)(=O)C3=CC4=C(C=C3)OCCOCCOC5=C(C=C(C=C5)S(=O)(=O)N6CCC7=CC(=C(C=C7C6C)OC)OC)OCCOCCO4)OC)OC,CC(=O)Oc1c(-c2c(O)c(O)c(/C=N/CCS(=O)(=O)O)c(C(C)C)c2C(C)C)c(O)c2c(O)c(C)cc(C)c2c1C,"['CC(=O)Oc1c(-c2c(O)c(O)c(/C=N/CCS(=O)(=O)O)c(C(C)C)c2C(C)C)c(O)c2c(O)c(C)cc(C)c2c1C', 'CC(=O)Oc1c(C)c(C(C)C)c2c(-c3c(C)cc(C)cc3O)c(C)c(C)c(/C=N\\CCS(=O)(=O)O)c2c1O', 'Cc1cc(C=NCCCS(=O)(=O)O)c2c(O)c(C)c(C(C)C)c(O)c2c1O', 'Cc1cc(C(C)C)c(C)c(/C=N/CCCS(=O)(=O)O)c1O', 'Cc1cc2c(C(C)C)c(O)c(C)c(C=NCCS(=O)(=O)O)c(O)c-2c1C']"
worst_shard_low_tanimoto,shard_033,MassSpecGymID0383410,other_macrocycle,8,0.0,0.1066666692495346,0.1222222223877906,False,899.0499999999997,62,7,18,0,0,2,CC1C2=CC(=C(C=C2CCN1S(=O)(=O)C3=CC4=C(C=C3)OCCOCCOC5=C(C=C(C=C5)S(=O)(=O)N6CCC7=CC(=C(C=C7C6C)OC)OC)OCCOCCO4)OC)OC,Cc1cc2c(C)c(C=NCCCS(=O)(=O)O)ccc2c(O)c1-c1c(O)c(C=NCCC(C)S(=O)(=O)O)c(O)c(C(C)C)c1O,"['Cc1cc2c(C)c(C=NCCCS(=O)(=O)O)ccc2c(O)c1-c1c(O)c(C=NCCC(C)S(=O)(=O)O)c(O)c(C(C)C)c1O', 'Cc1cc2c(S(=O)(=O)O)cc(C)c(O)c2c(O)c1-c1c(O)cc(C(C)C)c(O)c1C=NCCS(=O)(=O)O', 'Cc1cc2c(c(O)c1-c1ccc(C)c3cc(C(C)C)c(O)c(C=NCCS(=O)(=O)O)c13)C(C=NCCCS(=O)(=O)O)=C2O', 'Cc1cc(O)c(/C=N/CCCS(=O)(=O)O)c(C(C)C)c1', 'Cc1cc2c(C(C)C)c(O)c3c(O)c(O)cc(/C=N/CCCS(=O)(=O)O)c3c2c(O)c1C1=C(O)C=C2C=C(C(C)C)C(O)=C(/C=N/CCCS(=O)(=O)O)C(O)=C2C(O)=C1C(C)C']"
worst_shard_low_tanimoto,shard_033,MassSpecGymID0383359,other_macrocycle,8,0.0,0.1071428582072258,0.1720430105924606,False,899.0499999999997,62,7,18,0,0,2,CC1C2=CC(=C(C=C2CCN1S(=O)(=O)C3=CC4=C(C=C3)OCCOCCOC5=C(C=C(C=C5)S(=O)(=O)N6CCC7=CC(=C(C=C7C6C)OC)OC)OCCOCCO4)OC)OC,Cc1cc2c(C(C)C)c(O)ccc2c(O)c1/C=N/CCS(=O)(=O)O,"['Cc1cc2c(C(C)C)c(O)ccc2c(O)c1/C=N/CCS(=O)(=O)O', 'Cc1cc2cc(O)c(O)c(/C=N\\CCCCCS(=O)(=O)O)c(=O)c2c(O)c1C(C)C', 'Cc1cc2c(C(C)OO)c(C(C)C)c(O)c(O)c(C=NCCCS(=O)(=O)O)c-2c1C(C)C', 'Cc1cc2c(O)c(C=NCCS(=O)(=O)O)c(O)c(S(=O)(=O)c3ccc(O)cc3O)c2c(C(C)C)c1C(C)C', 'CC(C)c1ccc2c(O)c(O)c(/C=N/CCCS(=O)(=O)O)c(O)c2c1O']"
worst_shard_low_tanimoto,shard_034,MassSpecGymID0390170,polycyclic_aliphatic_like,11,0.0,0.1071428582072258,0.1379310339689254,False,896.899,61,4,6,0,8,10,CC(=O)OCC1C(C(C(C(O1)SC2=C(C(=O)N(N=C2)C3=CC=CC=C3)SC4C(C(C(C(O4)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,O=S(=O)(O)c1ccc2c(c1)OCCOCCOCCO2,"['O=S(=O)(O)c1ccc2c(c1)OCCOCCOCCO2', 'O=S(=O)(O)c1ccc2c(c1)OCCOCCOCCOCCO2', 'O=S(=O)(O)CCCNS(=O)(=O)c1ccc2c(c1)OCCCOCCOCCOCCO2', 'O=S(=O)(O)CCCS(=O)(=O)NS(=O)(=O)c1ccc2c(c1)OCCO2', 'O=S(=O)(O)c1ccc2c(c1)OCCOCCCOCCOCCOCCCO2']"
worst_shard_low_tanimoto,shard_033,MassSpecGymID0383372,other_macrocycle,8,0.0,0.1071428582072258,0.1162790730595588,False,899.0499999999997,62,7,18,0,0,2,CC1C2=CC(=C(C=C2CCN1S(=O)(=O)C3=CC4=C(C=C3)OCCOCCOC5=C(C=C(C=C5)S(=O)(=O)N6CCC7=CC(=C(C=C7C6C)OC)OC)OCCOCCO4)OC)OC,Cc1cc(C(C)C)c2c(/C=N/CCCS(=O)(=O)O)c(O)c(C(C)C)c(O)c2c1,"['Cc1cc(C(C)C)c2c(/C=N/CCCS(=O)(=O)O)c(O)c(C(C)C)c(O)c2c1', 'Cc1cc(O)c(C(C)C)c2cc(C)c(-c3c(O)c(C=NCCCS(=O)(=O)O)c4cc(O)c(C(C)C)c(O)c4c3O)c-2c1', 'Cc1cc(C)cc2c(C=NCCCS(=O)(=O)O)c(C(C)C)c(O)c-2c1', 'Cc1ccc2c(O)c(C(C)C)c(C=NCCCS(=O)(=O)O)c(O)c2c1', 'Cc1cc2c(O)c(C(C)C)c(O)c(/C=N\\CCS(=O)(=O)O)c2c(C(C)C)c1/C=N/S(=O)(=O)O']"
high_mist_no_exact,shard_006,MassSpecGymID0083097,lipid_like_flexible,3,0.0,0.2272727340459823,0.875,True,344.3250000000001,21,0,0,0,0,0,CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,CCP(=O)(OC(C)C(C)COPOC)OC(C)(C)COC,"['CCP(=O)(OC(C)C(C)COPOC)OC(C)(C)COC', 'CCCC(C)OC[PH](=O)OP(=O)(COC(C)CCC)OC', 'CC(C)OC[PH](=O)OC(C)C(C)CCO[PH](=O)OC(C)C', 'CCCC(C)OP(=O)(O)OOC(OPCC(C)C)C(C)C', 'CCCC(C)O[PH](=O)CC(C)O[PH](=O)(=O)OC(C)CCC']"
high_mist_no_exact,shard_006,MassSpecGymID0083096,lipid_like_flexible,3,0.0,0.2432432472705841,0.875,True,344.3250000000001,21,0,0,0,0,0,CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,CCC(CC)OCP(=O)(CP(=O)(O)OC(CC)CC)OC,"['CCC(CC)OCP(=O)(CP(=O)(O)OC(CC)CC)OC', 'CCCC(C)OP(=O)(OC(C)CCC)OP(COC)OC', 'CCCC(C)OP(=O)(OOP(CC)COC)OC(C)CC', 'COC(OC=[PH2]C)P(=O)(OCCC(C)C)OCOC(C)C', 'CC(C)OC[PH](C)(C)OOCOCC(=O)COC(C)CP']"
high_mist_no_exact,shard_010,MassSpecGymID0193517,other_macrocycle,1,0.0,0.2538461685180664,0.800000011920929,False,634.2130000000003,45,11,8,0,0,13,C[C@]12CC[C@H]3[C@@]4([C@@]1(CCC5[C@@]2(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)[C@H](O4)[C@@H]1[C@H](O3)C(O1)(C)C,C=C(C)c1cc2[nH]c3c4c2c(c1Cl)[C@H]1O[C@H](CC4)[C@@H]3CC[C@@]2(C)[C@@H]3[C@H](O)[C@@H]4O[C@@]42[C@H]2O[C@H](C)O[C@]2(C)[C@@H]2C[C@H]1[C@@]3(C(=C)C)O2,"['C=C(C)c1cc2[nH]c3c4c2c(c1Cl)[C@H]1O[C@H](CC4)[C@@H]3CC[C@@]2(C)[C@@H]3[C@H](O)[C@@H]4O[C@@]42[C@H]2O[C@H](C)O[C@]2(C)[C@@H]2C[C@H]1[C@@]3(C(=C)C)O2', 'C=CC(C)(C)O[C@]12CO[C@@H]3c4c(c(Cl)cc5[nH]c6c(c45)CC[C@@]4(C)[C@@H](C(=C)C)O[C@H]5OC61CC[C@]54O)C[C@](C)(O)CC[C@@H]32', 'C=C(C)[C@H]1OC[C@]23[C@@H](CC[C@]4(C)c5[nH]c6cc(O)c(Cl)cc6c5CC(=C)[C@]24O)[C@@]2(O)CC[C@H]1[C@]31[C@@H](C(C)C)C[C@H]3O[C@H]3O[C@@H]21', 'C=C1CCC2OC34CC3C3C(C(=C)C)OC3C(C)(CCC3OC3(C)C)CCC4C(O)C2(O)OCc2c1[nH]c1cc(C)c(Cl)cc21', 'C=C1CC2=c3c([nH]c4cccc(Cl)c34)=C2C[C@]2(O)CCC3[C@@H](CC4O[C@@H](C(=C)C)C5[C@H](C)CC[C@@H]5[C@@H]4O[C@H]12)OC1C(C)(C)O[C@]31C']"
high_mist_no_exact,shard_022,MassSpecGymID0235338,large_peptide_like,4,0.0,0.2659574449062347,0.9672130942344666,True,519.6870000000005,37,3,5,5,0,5,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,CC1CCC2C(N)CCCC1N1CCN(C(=O)C(=O)C(N)=O)C([C@@H](C(=O)C(=O)NC(C)(C)C)C1)C2(C)C,"['CC1CCC2C(N)CCCC1N1CCN(C(=O)C(=O)C(N)=O)C([C@@H](C(=O)C(=O)NC(C)(C)C)C1)C2(C)C', 'CC(=O)C(=O)C(=O)CC[C@@H](NC(=O)N1CCCCC1C(=NNC(C)(C)C)C(N)=O)C1CCCC1C(C)C', 'CC(=O)NN(NO)[C@@H](C(=O)N1CCCC(CCCC(=O)C(N)=O)CC1)C1CCCC[C@@H]2[C@@H]3[C@H]1[C@H]3C2(C)C', 'CC(C)(C)C(CC(C(=O)C1CCCC1)N1CCCC1NN)C(=O)N1CCC(C)(C)C1C(=O)C(=O)C(N)=O', 'CC(C)(C)NC(NO)=C(N)C[C@@H]1C2CCC1C(C)(C)C1CC(C(=O)CCC2=O)C1CCNC(=O)C(N)=O']"
high_mist_no_exact,shard_000,MassSpecGymID0001465,glycoside_or_sugar_rich,1,0.0,0.2748091518878937,0.954023003578186,False,634.2130000000003,45,10,8,0,0,13,CC(=C)[C@@H]1[C@@H]([C@@H]2[C@@]3(O2)[C@@H](O1)CC[C@]4([C@]3(CC[C@@H]5[C@@]4(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)C)O,C=C(C)O[C@H]1Cc2c3[nH]c4cc(O)cc(Cl)c2[C@H]3OC[C@]2(O)[C@H]3CC[C@@]4(C1)[C@]2(C)CCC[C@]12[C@H](C[C@@H]31)[C@H](C)O[C@H](C(=C)C)[C@@H]2O,"['C=C(C)O[C@H]1Cc2c3[nH]c4cc(O)cc(Cl)c2[C@H]3OC[C@]2(O)[C@H]3CC[C@@]4(C1)[C@]2(C)CCC[C@]12[C@H](C[C@@H]31)[C@H](C)O[C@H](C(=C)C)[C@@H]2O', 'C=C1CCC1[C@@]1(O)CCc2c3cc(Cl)cc[nH]c4c2C(O)[C@@]2(C)CC[C@H]5[C@@H](C(=C)C)O[C@@H]6O[C@]6([C@@H]6C[C@@H]6[C@@]5(C)[C@@H]2CO4)[C@@]31O', 'C=C(C)[C@@]12OC[C@H]3OC4OC5C3[C@@]1(C)CC[C@@H]1O[C@H]5CC3C(C)(C)OC1[C@H](O)[C@H]1c5[nH]c6cc2cc(Cl)c6c5CC1C43C', 'C=C(C)Oc1c(Cl)cc2[nH]c3c4c(c1-2)C3(C)OC1C2CC(C42)C2C3CC2C2(CCC(=C)C3O2)C2OC(C)(C)C(O)C12O', 'C=C(C)[C@H]1O[C@@H](O)C2(C)c3[nH]c4ccc(Cl)cc4c3[C@H]3O[C@H](c4coc5c4C[C@@H]4[C@H]6CC[C@H](CC3C4(C)C)[C@@]5(O)[C@@H]6O)[C@@]12C']"
high_mist_no_exact,shard_006,MassSpecGymID0083095,lipid_like_flexible,3,0.0,0.2777777910232544,0.875,True,344.3250000000001,21,0,0,0,0,0,CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,CC(C)OCP(=O)(CO)CC(C)OP(C)(=O)COC(C)C,"['CC(C)OCP(=O)(CO)CC(C)OP(C)(=O)COC(C)C', 'CCP(=O)(CO)CC(C)OCOC(C)CP(=O)(CC)CO', 'CCC(C)OCP(=O)(CCOCCO[PH2]=O)OC(C)CC', 'CCCC(C)P(COP(=O)(COC(C)CC)OOC)OC', 'CCCC(C)OCOP(=O)(OC)P(C)OOC(C)CCC']"
high_mist_no_exact,shard_034,MassSpecGymID0398134,glycoside_or_sugar_rich,1,0.0,0.2923077046871185,0.9230769276618958,True,679.8980000000005,50,8,6,0,0,9,CC(=C)[C@H]1C(=O)C2=C3N1C4=C(C3=CC5=C2[C@H]([C@H]6C5=CC(OC6(C)C)(C)C)O)C[C@H]7[C@]4([C@]8(CC[C@@H]([C@@]([C@@H]8CC7)(C)/C=C/C=C(\C)/C(=O)O)O)C)C,C=C(C)[C@H]1C(=O)c2c3c4cc5c2[C@@H](C5=O)C(O)ON1[C@]1(C)[C@@H](C(=C)C)CC[C@@]1(C)C4CC[C@H]1C(C)(C)[C@]1(C)[C@@H](O)C3=CC=CC=C(C)C(C)=O,"['C=C(C)[C@H]1C(=O)c2c3c4cc5c2[C@@H](C5=O)C(O)ON1[C@]1(C)[C@@H](C(=C)C)CC[C@@]1(C)C4CC[C@H]1C(C)(C)[C@]1(C)[C@@H](O)C3=CC=CC=C(C)C(C)=O', 'C=C(C)C1c2c(O)cc3cc(C4(C)C5CCC6CC(O)C(C)(C(=O)C(C)=CC=C(C)C(C)=O)OC5(C)C(C(C)C)CC5CCC654)c(O)n1c2-3', 'C=C(C)C1CCC2(C)OC(C)(C)C3c4c(c5cc(c6c(C(=O)C(C)=CC=C(C)C(C)=O)n3c4-6)C2C5=O)CC2C(C)(CCC(O)C(O)C2(C)C)C1', 'C=C(C)C1CCC1(C)C=CC=C(C)C(=O)C(C)=CC=C(C)C1Cc2cc3c(c(O)cc4c3n2C2=CC(C)(C)C(O)C(=O)C4COC2(C)C)C1O', 'C=C(C)C1C2=CC34CC3CCC2CC(=CC=C(C)C(=O)O)c2c(c3cc5c(c6n(c25)C(=O)[C@@H](O)C(C)(C)C6)C3)C(C)(C)OC(C)(C)O[C@H]14']"
high_mist_no_exact,shard_000,MassSpecGymID0001468,glycoside_or_sugar_rich,1,0.0,0.2945736348628998,0.9651162624359132,True,634.2130000000003,45,10,8,0,0,13,CC(=C)[C@@H]1[C@@H]([C@@H]2[C@@]3(O2)[C@@H](O1)CC[C@]4([C@]3(CC[C@@H]5[C@@]4(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)C)O,C=C(C)[C@H]1O[C@@H]2[C@@H]3O[C@@H]3C[C@]34OCOC[C@H]([C@H]5c6c7c8[nH]c9cc(Cl)c(c6-9)[C@](C)(O)[C@H]3C[C@H](C(=C)C7)[C@]8(C)CC[C@]125)[C@@H]4O,"['C=C(C)[C@H]1O[C@@H]2[C@@H]3O[C@@H]3C[C@]34OCOC[C@H]([C@H]5c6c7c8[nH]c9cc(Cl)c(c6-9)[C@](C)(O)[C@H]3C[C@H](C(=C)C7)[C@]8(C)CC[C@]125)[C@@H]4O', 'C=C(C)[C@@H]1O[C@]2(C)O[C@@H]3O[C@@H]4[C@@H]5O[C@H](C)O[C@H]5[C@@]34[C@@H]1C[C@@H]1C[C@H]3C[C@@H](c4[nH]c5ccc(Cl)c6c5c4CC[C@]6(C)O)[C@]3(C)CC[C@@H]12', 'C=C(C)[C@H]1O[C@@]2(C)O[C@H]3C[C@]4(C)[C@@H]5CC[C@@](C)(OCC[C@H]2[C@@H]3[C@H]1O)[C@H]4[C@@H]1O[C@H]1c1c([nH]c2cc(C)c(Cl)cc12)CC(=C)[C@@H]5O', 'C=C(C)[C@H]1O[C@H]2[C@H](C)[C@@H]3CCO[C@H]3[C@@]3(O)[C@@H]2[C@H]([C@@H]1O)[C@@H]1O[C@H]1C[C@H]1c2[nH]c4cc(Cl)c5c-4c4c2CC[C@@]4(C)C5CC[C@@H]13', 'C=C(C)[C@H]1O[C@@H]2C[C@H]3OC(C)CC[C@]34CC[C@@]3(O)c5[nH]c6cc7c(Cl)c8c6c5CCCCC7O[C@H]8[C@H]3[C@H](O)[C@H]2CC[C@]4(C)[C@H]1O']"
high_mist_no_exact,shard_022,MassSpecGymID0235339,large_peptide_like,4,0.0,0.2947368323802948,0.9672130942344666,True,519.6870000000005,37,3,5,5,0,5,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,CC(C)(C)NCNCNCC(C(=O)C(N)=O)C(=O)C(=O)C(CC1CCC1)ON=C1CCCC2C1C2(C)C,"['CC(C)(C)NCNCNCC(C(=O)C(N)=O)C(=O)C(=O)C(CC1CCC1)ON=C1CCCC2C1C2(C)C', 'CCCC(=O)N(NC)C(=O)C1CCCC2CCN(C(=O)C(CCC3CCC3)NC(=O)C(N)=O)C1C2(C)C', 'CC(C)(C)ONC(=O)C1CCCC(CC(C(=O)C(=NONC2CC2)C(N)=O)N2CCC[C@H]3CCC32C)C1', 'CC(C)(C)NCNC(C(=O)N1CCCC2C1C2(C)C)[C@@H](CO)C(=O)N1CCC=CCCC1C(=O)C(N)=O', 'CCC(CCN)NC(=O)C(=O)N1CC[C@@H]2CCCN2[C@@H]1C(=O)[C@H](CC(C)CC1CC1(C)C)C(=O)C(N)=O']"
high_mist_no_exact,shard_034,MassSpecGymID0397050,polycyclic_aliphatic_like,1,0.0,0.2947368323802948,0.800000011920929,True,469.7100000000004,34,7,6,0,0,11,CC(C)C1CCC2(C3CCC45CCCC4C2(C1N5C3)CCC(=O)C6(COC7(CCC6O7)C)C)C,CC(C)[C@@H]1C[C@H]2O[C@]34CC[C@H]5CCC[C@]5(C)[C@H]3CC[C@@]1(C)[C@]2(C)N(C(=O)CCC1CC2OC12)C4,"['CC(C)[C@@H]1C[C@H]2O[C@]34CC[C@H]5CCC[C@]5(C)[C@H]3CC[C@@]1(C)[C@]2(C)N(C(=O)CCC1CC2OC12)C4', 'CC(C)C1C[C@H]2O[C@]34C5C[C@H](C[C@@H]1C)[C@H](CCC[C@]53CCC(=O)C=[NH+][O])C1(C)CCC[C@]2(C)[C@@H]14', 'CC(C)C1CC[C@@H]2CN3[C@H]1CC[C@]3(C(=O)CC[C@]1(C)OC[C@]13CO3)C2CC[C@@]1(C)C[C@@H]2C[C@@]21C', 'CC(=O)CCCC12COC1CC1C3C4CCC56CON5CC(C(C)C)CCCC4C26CCC13C', 'CC(C)[C@@H]1C[C@H]2C[C@H]1O[C@@]2(C)CCC[C@@H]1O[C@]23C[C@@H]1CN1CCOC24CC[C@@H]3CC[C@]12CC[C@H]42']"
high_mist_no_exact,shard_000,MassSpecGymID0001469,glycoside_or_sugar_rich,1,0.0,0.296875,0.9764705896377563,False,634.2130000000003,45,10,8,0,0,13,CC(=C)[C@@H]1[C@@H]([C@@H]2[C@@]3(O2)[C@@H](O1)CC[C@]4([C@]3(CC[C@@H]5[C@@]4(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)C)O,C=C(C)C1OC(C2(O)CCC3CC4CCC5c6[nH]c7cc(O)cc(Cl)c7c6CC(=C)C5(O)C4CCC32C)C2OC2CC2OC21C,"['C=C(C)C1OC(C2(O)CCC3CC4CCC5c6[nH]c7cc(O)cc(Cl)c7c6CC(=C)C5(O)C4CCC32C)C2OC2CC2OC21C', 'C=C1C[C@H]2O[C@H]3c4[nH]c(cc(C)c(Cl)cc(C)c42)[C@@H]1O[C@H]3[C@@H]1CCC2(C)CCC[C@@]3(O)[C@H](O)[C@H](C(=C)C)O[C@@H]3C[C@@]23O[C@@H]13', 'C=C(C)[C@H]1O[C@H]2CCC3(O)OC1CCC3[C@H]2CCc1c([C@]23C[C@]4(O)CC5(C(=C)C)CC2C[C@@H]4CC5O3)[nH]c2cc(Cl)cc(O)c12', 'C=C1Cc2[nH]c3cc(Cl)c(O)cc3c2[C@@H]2O[C@H]3[C@@H]4CC[C@]56CC[C@@H]7C[C@H]5C[C@H](O)[C@@H](O6)[C@@]3(C)CC[C@@H]4[C@@]17OCCC[C@@]2(C)O', 'C=CC1=C([C@]2(C)CC[C@@]34O[C@@H]3[C@H](O)[C@H](O)C43CO[C@@H](C(=C)C)C[C@@H]32)C[C@H]2c3c([nH]c4cc(c(Cl)cc34)C2(C)C)[C@]2(C)O[C@H]12']"
high_mist_no_exact,shard_000,MassSpecGymID0001459,glycoside_or_sugar_rich,1,0.0,0.302325576543808,0.9764705896377563,True,634.2130000000003,45,10,8,0,0,13,CC(=C)[C@@H]1[C@@H]([C@@H]2[C@@]3(O2)[C@@H](O1)CC[C@]4([C@]3(CC[C@@H]5[C@@]4(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)C)O,C=C1CCc2c(Cl)cc3[nH]c4c(c3c21)[C@@H]1CC[C@@]2(O)[C@@H]3O[C@@]56[C@H](O[C@@H]3O)[C@@H](C(=C)C)[C@H](C3O[C@@H]5CC[C@]2(C)[C@H](C)C[C@H]31)[C@@H]6C4,"['C=C1CCc2c(Cl)cc3[nH]c4c(c3c21)[C@@H]1CC[C@@]2(O)[C@@H]3O[C@@]56[C@H](O[C@@H]3O)[C@@H](C(=C)C)[C@H](C3O[C@@H]5CC[C@]2(C)[C@H](C)C[C@H]31)[C@@H]6C4', 'C=C1CO[C@@]23CO[C@H]2C[C@H]2O[C@@H]4[C@@]5(CC[C@@H]6O[C@@H]7c8[nH]c9cc(Cl)c5c(c9c8C[C@H]7C(=C)C)C[C@@]64C)CC[C@@]2(O)[C@@H]1C[C@@H]3O', 'C=C(C)[C@@H]1O[C@H]2[C@@H](O)[C@@H]3[C@H]1O[C@]14CC[C@@H]1[C@]1(C)C[C@@]35CC[C@](O)(c3[nH]c6ccc(Cl)cc6c3CCC1(C)O)[C@@H](O5)C(=C)CC[C@H]24', 'C=C(C)C1COC2CCC(=C)C3OC4c5c6[nH]c(cc(C)cc(Cl)c53)C35CC(C(CC3OC(C(=C)C)C5O)OC64C)C2(C)O1', 'C=C(C)C1CC2[C@H]3O[C@]3(C)[C@@H]3CC[C@](C)(O)[C@]24O[C@H]2O[C@H]2C[C@H]2CCc5c(c(Cl)cc6[nH]c(c(c56)C2)[C@@H]1O)CC34[C@@H](C)O']"
high_mist_no_exact,shard_000,MassSpecGymID0001464,glycoside_or_sugar_rich,1,0.0,0.3039999902248382,0.954023003578186,True,634.2130000000003,45,10,8,0,0,13,CC(=C)[C@@H]1[C@@H]([C@@H]2[C@@]3(O2)[C@@H](O1)CC[C@]4([C@]3(CC[C@@H]5[C@@]4(C6=C7[C@H]5OC([C@H]8C[C@H]9[C@@]8(C1=C7C(=CC(=C1CC9=C)Cl)N6)O)(C)C)C)O)C)O,C=C1CC[C@@]2(O)[C@H](CC[C@@H]2C)[C@H]2O[C@]34[C@@H](CC[C@@H]3O[C@@H](C(=C)C)[C@@H](O)[C@@H]4O)[C@@]23O[C@H]3CCC2Cc3c2[nH]c2cc(Cl)cc1c32,"['C=C1CC[C@@]2(O)[C@H](CC[C@@H]2C)[C@H]2O[C@]34[C@@H](CC[C@@H]3O[C@@H](C(=C)C)[C@@H](O)[C@@H]4O)[C@@]23O[C@H]3CCC2Cc3c2[nH]c2cc(Cl)cc1c32', 'C=C[C@]1(C)c2[nH]c3cc(Cl)c(OC(=C)C)cc3c2C[C@@H]2CC[C@H]3[C@H](O)[C@@]4(O)CCC(=C)[C@]5(O[C@@H]5CC[C@@]3(C)[C@H]21)[C@H]1O[C@H]1[C@H]4O', 'C=C(C)O[C@@H]1O[C@H]2[C@@H]3C4c5[nH]c6cc(O)c(Cl)cc6c5C[C@H]4C4CC[C@@H]5[C@@H](C(=C)C)O[C@H]5C4(C)CCC3[C@@]3(C)O[C@H]4C[C@H]1[C@@]23O4', 'C=C(C)[C@@H]1OC2CC34CC[C@]2(O[CH]O[C@]25CC[C@H]6[C@H](O)[C@H]7O[C@@H]7Cc7c8[nH]c9cc(Cl)c(C)c-9c7[C@@]6(C)C[C@@H]2[C@@H]8[C@@H]5O)[C@H]3[C@H]14', 'C=C(C)[C@H]1O[C@H]2C[C@@H]3C[C@@]45OC(O)(C6c7[nH]c8cc9c(Cl)c-8c(c7C(C)C[C@@H]6C)[C@@]93CC[C@@H]4[C@@]2(C)[C@@H]1O)[C@@H]1OCC[C@@H]5C1O']"
