spec_name,subset,target_smiles,strategy,threshold,top_n,mist_tanimoto,active_bits,previous_mist_tanimoto,previous_tanimoto_top1,previous_exact_match_top1
MassSpecGymID0152325,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO[C@H]4[C@@H]([C@](CO4)(CO)O)O)OCCC5=CC(=C(C=C5)O)O)O)O)O)O,top_n,,256,0.31640625,256,0.761904776096344,0.7142857313156128,0.0
MassSpecGymID0162714,unknown,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,threshold,0.05,,0.5714285969734192,125,0.8352941274642944,0.3888888955116272,0.0
MassSpecGymID0162714,unknown,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,threshold,0.1,,0.7058823704719543,101,0.8352941274642944,0.3888888955116272,0.0
MassSpecGymID0162714,unknown,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,threshold,0.15,,0.8181818127632141,87,0.8352941274642944,0.3888888955116272,0.0
MassSpecGymID0162714,unknown,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,threshold,0.187,,0.8352941274642944,83,0.8352941274642944,0.3888888955116272,0.0
MassSpecGymID0162714,unknown,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,threshold,0.2,,0.8554216623306274,81,0.8352941274642944,0.3888888955116272,0.0
MassSpecGymID0162714,unknown,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,threshold,0.25,,0.8658536672592163,80,0.8352941274642944,0.3888888955116272,0.0
MassSpecGymID0162714,unknown,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,threshold,0.3,,0.8717948794364929,73,0.8352941274642944,0.3888888955116272,0.0
MassSpecGymID0162714,unknown,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,threshold,0.4,,0.7972972989082336,60,0.8352941274642944,0.3888888955116272,0.0
MassSpecGymID0162714,unknown,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,threshold,0.5,,0.6849315166473389,50,0.8352941274642944,0.3888888955116272,0.0
MassSpecGymID0162714,unknown,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,top_n,,16,0.21917808055877686,16,0.8352941274642944,0.3888888955116272,0.0
MassSpecGymID0162714,unknown,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,top_n,,32,0.4383561611175537,32,0.8352941274642944,0.3888888955116272,0.0
MassSpecGymID0162714,unknown,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,top_n,,48,0.6575342416763306,48,0.8352941274642944,0.3888888955116272,0.0
MassSpecGymID0162714,unknown,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,top_n,,64,0.8513513803482056,64,0.8352941274642944,0.3888888955116272,0.0
MassSpecGymID0162714,unknown,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,top_n,,80,0.8658536672592163,80,0.8352941274642944,0.3888888955116272,0.0
MassSpecGymID0162714,unknown,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,top_n,,96,0.7422680258750916,96,0.8352941274642944,0.3888888955116272,0.0
MassSpecGymID0162714,unknown,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,top_n,,128,0.5581395626068115,128,0.8352941274642944,0.3888888955116272,0.0
MassSpecGymID0162714,unknown,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,top_n,,160,0.44720497727394104,160,0.8352941274642944,0.3888888955116272,0.0
MassSpecGymID0162714,unknown,C[C@H]1CC=C[C@H]2[C@H]3[C@](O3)([C@H]([C@@H]4[C@@]2(C(=O)C=CC(=O)[C@@H](C(=C1)C)O)C(=O)N[C@H]4CC5=CNC6=CC=CC=C65)C)C,top_n,,256,0.28015562891960144,256,0.8352941274642944,0.3888888955116272,0.0
MassSpecGymID0185133,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,threshold,0.05,,0.45121949911117554,164,0.8089887499809265,0.5199999809265137,0.0
MassSpecGymID0185133,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,threshold,0.1,,0.6727272868156433,110,0.8089887499809265,0.5199999809265137,0.0
MassSpecGymID0185133,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,threshold,0.15,,0.774193525314331,91,0.8089887499809265,0.5199999809265137,0.0
MassSpecGymID0185133,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,threshold,0.187,,0.8089887499809265,87,0.8089887499809265,0.5199999809265137,0.0
MassSpecGymID0185133,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,threshold,0.2,,0.8089887499809265,87,0.8089887499809265,0.5199999809265137,0.0
MassSpecGymID0185133,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,threshold,0.25,,0.8255813717842102,83,0.8089887499809265,0.5199999809265137,0.0
MassSpecGymID0185133,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,threshold,0.3,,0.8554216623306274,80,0.8089887499809265,0.5199999809265137,0.0
MassSpecGymID0185133,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,threshold,0.4,,0.8536585569381714,78,0.8089887499809265,0.5199999809265137,0.0
MassSpecGymID0185133,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,threshold,0.5,,0.9078947305679321,71,0.8089887499809265,0.5199999809265137,0.0
MassSpecGymID0185133,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,top_n,,16,0.21621622145175934,16,0.8089887499809265,0.5199999809265137,0.0
MassSpecGymID0185133,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,top_n,,32,0.4324324429035187,32,0.8089887499809265,0.5199999809265137,0.0
MassSpecGymID0185133,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,top_n,,48,0.6486486196517944,48,0.8089887499809265,0.5199999809265137,0.0
MassSpecGymID0185133,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,top_n,,64,0.8399999737739563,64,0.8089887499809265,0.5199999809265137,0.0
MassSpecGymID0185133,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,top_n,,80,0.8554216623306274,80,0.8089887499809265,0.5199999809265137,0.0
MassSpecGymID0185133,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,top_n,,96,0.7525773048400879,96,0.8089887499809265,0.5199999809265137,0.0
MassSpecGymID0185133,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,top_n,,128,0.578125,128,0.8089887499809265,0.5199999809265137,0.0
MassSpecGymID0185133,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,top_n,,160,0.4625000059604645,160,0.8089887499809265,0.5199999809265137,0.0
MassSpecGymID0185133,unknown,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/C6=CC=CC=C6)OC(=O)/C=C/C7=CC=CC=C7)O,top_n,,256,0.2890625,256,0.8089887499809265,0.5199999809265137,0.0
MassSpecGymID0188657,unknown,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,threshold,0.05,,0.6382978558540344,45,0.7941176295280457,1.0,1.0
MassSpecGymID0188657,unknown,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,threshold,0.1,,0.644444465637207,42,0.7941176295280457,1.0,1.0
MassSpecGymID0188657,unknown,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,threshold,0.15,,0.7567567825317383,33,0.7941176295280457,1.0,1.0
MassSpecGymID0188657,unknown,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,threshold,0.187,,0.7941176295280457,29,0.7941176295280457,1.0,1.0
MassSpecGymID0188657,unknown,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,threshold,0.2,,0.7941176295280457,29,0.7941176295280457,1.0,1.0
MassSpecGymID0188657,unknown,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,threshold,0.25,,0.7941176295280457,29,0.7941176295280457,1.0,1.0
MassSpecGymID0188657,unknown,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,threshold,0.3,,0.84375,27,0.7941176295280457,1.0,1.0
MassSpecGymID0188657,unknown,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,threshold,0.4,,0.8125,26,0.7941176295280457,1.0,1.0
MassSpecGymID0188657,unknown,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,threshold,0.5,,0.78125,25,0.7941176295280457,1.0,1.0
MassSpecGymID0188657,unknown,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,top_n,,16,0.5,16,0.7941176295280457,1.0,1.0
MassSpecGymID0188657,unknown,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,top_n,,32,0.7777777910232544,32,0.7941176295280457,1.0,1.0
MassSpecGymID0188657,unknown,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,top_n,,48,0.6326530575752258,48,0.7941176295280457,1.0,1.0
MassSpecGymID0188657,unknown,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,top_n,,64,0.4769230782985687,64,0.7941176295280457,1.0,1.0
MassSpecGymID0188657,unknown,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,top_n,,80,0.3827160596847534,80,0.7941176295280457,1.0,1.0
MassSpecGymID0188657,unknown,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,top_n,,96,0.3195876181125641,96,0.7941176295280457,1.0,1.0
MassSpecGymID0188657,unknown,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,top_n,,128,0.24031007289886475,128,0.7941176295280457,1.0,1.0
MassSpecGymID0188657,unknown,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,top_n,,160,0.19254659116268158,160,0.7941176295280457,1.0,1.0
MassSpecGymID0188657,unknown,CC(=O)NC1=C2C(=CSS2)N(C1=O)C,top_n,,256,0.12062256783246994,256,0.7941176295280457,1.0,1.0
MassSpecGymID0203740,unknown,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,threshold,0.05,,0.31481480598449707,99,0.4677419364452362,1.0,1.0
MassSpecGymID0203740,unknown,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,threshold,0.1,,0.39240506291389465,67,0.4677419364452362,1.0,1.0
MassSpecGymID0203740,unknown,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,threshold,0.15,,0.46268656849861145,55,0.4677419364452362,1.0,1.0
MassSpecGymID0203740,unknown,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,threshold,0.187,,0.4677419364452362,48,0.4677419364452362,1.0,1.0
MassSpecGymID0203740,unknown,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,threshold,0.2,,0.4677419364452362,48,0.4677419364452362,1.0,1.0
MassSpecGymID0203740,unknown,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,threshold,0.25,,0.4655172526836395,42,0.4677419364452362,1.0,1.0
MassSpecGymID0203740,unknown,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,threshold,0.3,,0.48148149251937866,37,0.4677419364452362,1.0,1.0
MassSpecGymID0203740,unknown,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,threshold,0.4,,0.47058823704719543,32,0.4677419364452362,1.0,1.0
MassSpecGymID0203740,unknown,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,threshold,0.5,,0.4000000059604645,27,0.4677419364452362,1.0,1.0
MassSpecGymID0203740,unknown,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,top_n,,16,0.25531914830207825,16,0.4677419364452362,1.0,1.0
MassSpecGymID0203740,unknown,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,top_n,,32,0.47058823704719543,32,0.4677419364452362,1.0,1.0
MassSpecGymID0203740,unknown,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,top_n,,48,0.4677419364452362,48,0.4677419364452362,1.0,1.0
MassSpecGymID0203740,unknown,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,top_n,,64,0.40789473056793213,64,0.4677419364452362,1.0,1.0
MassSpecGymID0203740,unknown,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,top_n,,80,0.36666667461395264,80,0.4677419364452362,1.0,1.0
MassSpecGymID0203740,unknown,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,top_n,,96,0.32380953431129456,96,0.4677419364452362,1.0,1.0
MassSpecGymID0203740,unknown,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,top_n,,128,0.2761194109916687,128,0.4677419364452362,1.0,1.0
MassSpecGymID0203740,unknown,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,top_n,,160,0.23030303418636322,160,0.4677419364452362,1.0,1.0
MassSpecGymID0203740,unknown,C1=CC(=C(C=C1F)CS(=O)(=O)NC2=CC3=CC=NN3C=C2)F,top_n,,256,0.15444014966487885,256,0.4677419364452362,1.0,1.0
MassSpecGymID0208832,unknown,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,threshold,0.05,,0.15882353484630585,140,0.2359550595283508,0.2325581461191177,0.0
MassSpecGymID0208832,unknown,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,threshold,0.1,,0.20183485746383667,74,0.2359550595283508,0.2325581461191177,0.0
MassSpecGymID0208832,unknown,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,threshold,0.15,,0.22826087474822998,56,0.2359550595283508,0.2325581461191177,0.0
MassSpecGymID0208832,unknown,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,threshold,0.187,,0.23595505952835083,53,0.2359550595283508,0.2325581461191177,0.0
MassSpecGymID0208832,unknown,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,threshold,0.2,,0.23863635957241058,52,0.2359550595283508,0.2325581461191177,0.0
MassSpecGymID0208832,unknown,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,threshold,0.25,,0.23529411852359772,48,0.2359550595283508,0.2325581461191177,0.0
MassSpecGymID0208832,unknown,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,threshold,0.3,,0.24390244483947754,45,0.2359550595283508,0.2325581461191177,0.0
MassSpecGymID0208832,unknown,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,threshold,0.4,,0.21794871985912323,38,0.2359550595283508,0.2325581461191177,0.0
MassSpecGymID0208832,unknown,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,threshold,0.5,,0.22972972691059113,34,0.2359550595283508,0.2325581461191177,0.0
MassSpecGymID0208832,unknown,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,top_n,,16,0.21666666865348816,16,0.2359550595283508,0.2325581461191177,0.0
MassSpecGymID0208832,unknown,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,top_n,,32,0.2361111044883728,32,0.2359550595283508,0.2325581461191177,0.0
MassSpecGymID0208832,unknown,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,top_n,,48,0.23529411852359772,48,0.2359550595283508,0.2325581461191177,0.0
MassSpecGymID0208832,unknown,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,top_n,,64,0.20999999344348907,64,0.2359550595283508,0.2325581461191177,0.0
MassSpecGymID0208832,unknown,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,top_n,,80,0.19130434095859528,80,0.2359550595283508,0.2325581461191177,0.0
MassSpecGymID0208832,unknown,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,top_n,,96,0.17692308127880096,96,0.2359550595283508,0.2325581461191177,0.0
MassSpecGymID0208832,unknown,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,top_n,,128,0.1708860695362091,128,0.2359550595283508,0.2325581461191177,0.0
MassSpecGymID0208832,unknown,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,top_n,,160,0.14814814925193787,160,0.2359550595283508,0.2325581461191177,0.0
MassSpecGymID0208832,unknown,CCOC(=O)C1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)OCC4=C3ON=C4,top_n,,256,0.12186379730701447,256,0.2359550595283508,0.2325581461191177,0.0
MassSpecGymID0341761,unknown,CCN1CC2(CCC(C34C2CC(C31)(C5(CC(C6CC4C5(C6OC)O)OC)O)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,threshold,0.05,,0.11999999731779099,204,0.1544715464115142,0.1120000034570694,0.0
MassSpecGymID0341761,unknown,CCN1CC2(CCC(C34C2CC(C31)(C5(CC(C6CC4C5(C6OC)O)OC)O)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,threshold,0.1,,0.1304347813129425,106,0.1544715464115142,0.1120000034570694,0.0
MassSpecGymID0341761,unknown,CCN1CC2(CCC(C34C2CC(C31)(C5(CC(C6CC4C5(C6OC)O)OC)O)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,threshold,0.15,,0.1450381726026535,74,0.1544715464115142,0.1120000034570694,0.0
MassSpecGymID0341761,unknown,CCN1CC2(CCC(C34C2CC(C31)(C5(CC(C6CC4C5(C6OC)O)OC)O)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,threshold,0.187,,0.15447154641151428,66,0.1544715464115142,0.1120000034570694,0.0
MassSpecGymID0341761,unknown,CCN1CC2(CCC(C34C2CC(C31)(C5(CC(C6CC4C5(C6OC)O)OC)O)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,threshold,0.2,,0.14049586653709412,62,0.1544715464115142,0.1120000034570694,0.0
MassSpecGymID0341761,unknown,CCN1CC2(CCC(C34C2CC(C31)(C5(CC(C6CC4C5(C6OC)O)OC)O)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,threshold,0.25,,0.15596330165863037,50,0.1544715464115142,0.1120000034570694,0.0
MassSpecGymID0341761,unknown,CCN1CC2(CCC(C34C2CC(C31)(C5(CC(C6CC4C5(C6OC)O)OC)O)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,threshold,0.3,,0.16346153616905212,45,0.1544715464115142,0.1120000034570694,0.0
MassSpecGymID0341761,unknown,CCN1CC2(CCC(C34C2CC(C31)(C5(CC(C6CC4C5(C6OC)O)OC)O)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,threshold,0.4,,0.17204301059246063,33,0.1544715464115142,0.1120000034570694,0.0
MassSpecGymID0341761,unknown,CCN1CC2(CCC(C34C2CC(C31)(C5(CC(C6CC4C5(C6OC)O)OC)O)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,threshold,0.5,,0.16853933036327362,28,0.1544715464115142,0.1120000034570694,0.0
MassSpecGymID0341761,unknown,CCN1CC2(CCC(C34C2CC(C31)(C5(CC(C6CC4C5(C6OC)O)OC)O)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,top_n,,16,0.16455696523189545,16,0.1544715464115142,0.1120000034570694,0.0
